file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6564(iou_0.00).bmp,6311,1630,105,191068,193660,9654544241786880.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6565(iou_0.00).bmp,6312,692,144,136622,136263,0.262769
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6566(iou_0.00).bmp,6313,361,53,49685,49608,0.154976
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6567(iou_0.00).bmp,6314,711,191,238351,238068,0.118732
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6568(iou_0.00).bmp,6315,976,227,167728,167566,0.096585
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6569(iou_0.00).bmp,6316,146,33,35552,35554,51886658089385984.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6570(iou_0.00).bmp,6317,963,229,173336,173192,0.083076
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6571(iou_0.00).bmp,6318,735,190,162946,162216,0.448001
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6572(iou_0.00).bmp,6319,1224,104,99627,100318,18515808024002560.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6573(iou_0.00).bmp,6320,762,162,162960,162442,0.317869
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6574(iou_0.00).bmp,6321,631,96,91240,90823,0.457036
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6576(iou_0.00).bmp,6322,599,24,34431,34027,1.173361
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6577(iou_0.00).bmp,6323,951,63,61208,61212,30137798400933888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6578(iou_0.00).bmp,6324,518,102,132421,132017,0.305088
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6579(iou_0.00).bmp,6325,216,36,34378,34533,53658572617154560.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6580(iou_0.00).bmp,6326,842,222,174053,173777,0.158572
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6581(iou_0.00).bmp,6327,1300,138,87977,87691,0.325085
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6582(iou_0.00).bmp,6328,1016,102,47864,47860,0.008357
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6583(iou_0.00).bmp,6329,484,79,20071,19999,0.358727
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6584(iou_0.00).bmp,6330,968,165,70661,70260,0.567498
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6585(iou_0.00).bmp,6331,2050,193,103612,102952,0.636992
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6586(iou_0.00).bmp,6332,1373,112,69739,68699,1.491275
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6587(iou_0.00).bmp,6333,2297,145,100239,100479,18402762337288192.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6588(iou_0.00).bmp,6334,892,127,74986,74222,1.018857
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6589(iou_0.00).bmp,6335,562,67,48532,47730,1.652518
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6590(iou_0.00).bmp,6336,2376,155,99411,98116,1.302673
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6591(iou_0.00).bmp,6337,2372,514,90805,90566,0.263201
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6592(iou_0.00).bmp,6338,834,76,50446,49852,1.177497
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6593(iou_0.00).bmp,6339,856,125,47396,47127,0.567558
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6594(iou_0.00).bmp,6340,892,218,24041,23827,0.890146
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6595(iou_0.00).bmp,6341,2246,204,112045,111213,0.742559
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6596(iou_0.00).bmp,6342,581,114,23901,23763,0.577382
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6597(iou_0.00).bmp,6343,377,70,24833,24685,0.595981
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6598(iou_0.00).bmp,6344,1370,154,87059,86558,0.575472
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6599(iou_0.00).bmp,6345,970,88,47485,47281,0.429609
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6600(iou_0.00).bmp,6346,485,86,20705,20747,89093186680520704.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6601(iou_0.00).bmp,6347,1245,233,59940,59710,0.383717
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6602(iou_0.00).bmp,6348,2022,182,100192,99650,0.540961
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6603(iou_0.00).bmp,6349,1366,110,69919,68972,1.354424
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6604(iou_0.00).bmp,6350,2308,148,101480,101320,0.157667
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6605(iou_0.00).bmp,6351,533,60,47450,46577,1.839831
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6606(iou_0.00).bmp,6352,2329,171,96667,95649,1.053100
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6607(iou_0.00).bmp,6353,1134,276,50283,49923,0.715948
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6608(iou_0.00).bmp,6354,839,90,49267,48880,0.785516
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6609(iou_0.00).bmp,6355,736,92,45216,44750,1.030609
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6610(iou_0.00).bmp,6356,650,120,31188,31107,0.259715
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6611(iou_0.00).bmp,6357,2222,197,111692,111291,0.359023
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6612(iou_0.00).bmp,6358,426,84,28364,28119,0.863771
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6613(iou_0.00).bmp,6359,1308,147,87591,87379,0.242034
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6614(iou_0.00).bmp,6360,1004,91,49242,49126,0.235571
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6615(iou_0.00).bmp,6361,464,83,20315,20359,90803562916872192.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6616(iou_0.00).bmp,6362,1246,264,75834,75677,0.207031
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6617(iou_0.00).bmp,6363,2158,236,103482,102822,0.637792
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6618(iou_0.00).bmp,6364,1370,114,69902,69373,0.756774
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6619(iou_0.00).bmp,6365,2288,152,101012,100582,0.425692
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6620(iou_0.00).bmp,6366,604,71,47755,46566,2.489792
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6621(iou_0.00).bmp,6367,2299,172,96735,95915,0.847677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6622(iou_0.00).bmp,6368,1965,444,91307,90806,0.548698
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6623(iou_0.00).bmp,6369,829,95,50333,49938,0.784773
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6624(iou_0.00).bmp,6370,760,105,44139,43663,1.078411
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6625(iou_0.00).bmp,6371,877,204,33822,33696,0.372539
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6626(iou_0.00).bmp,6372,2368,219,109254,108094,1.061746
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6627(iou_0.00).bmp,6373,265,46,26701,26587,0.426950
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6628(iou_0.00).bmp,6374,1311,160,81886,82010,22527348280655872.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6629(iou_0.00).bmp,6375,995,93,49770,49677,0.186860
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6630(iou_0.00).bmp,6376,510,73,21474,21570,85902695994490880.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6631(iou_0.00).bmp,6377,1235,240,66440,66221,0.329621
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6632(iou_0.00).bmp,6378,1994,161,98544,98008,0.543919
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6633(iou_0.00).bmp,6379,1530,165,72487,71435,1.451295
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6634(iou_0.00).bmp,6380,2546,207,105500,105317,0.173460
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6635(iou_0.00).bmp,6381,562,77,48418,47875,1.121484
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6636(iou_0.00).bmp,6382,2331,164,99653,98641,1.015524
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6637(iou_0.00).bmp,6383,1951,446,62317,61937,0.609785
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6638(iou_0.00).bmp,6384,824,83,49984,49576,0.816261
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6639(iou_0.00).bmp,6385,765,88,47663,47058,1.269328
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6640(iou_0.00).bmp,6386,1013,210,40089,39934,0.386640
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6641(iou_0.00).bmp,6387,2325,210,114412,113770,0.561130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6642(iou_0.00).bmp,6388,660,159,28794,28358,1.514204
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6643(iou_0.00).bmp,6389,1378,178,82412,82131,0.340970
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6644(iou_0.00).bmp,6390,992,92,49657,49635,0.044304
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6645(iou_0.00).bmp,6391,491,76,22234,22394,82966372883103744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6646(iou_0.00).bmp,6392,995,192,71980,71645,0.465407
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6647(iou_0.00).bmp,6393,1988,174,105653,105071,0.550860
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6648(iou_0.00).bmp,6394,1390,120,69969,68929,1.486373
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6649(iou_0.00).bmp,6395,2292,153,101747,101755,18130012586639360.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6650(iou_0.00).bmp,6396,576,73,48463,47876,1.211233
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6651(iou_0.00).bmp,6397,2344,181,99477,98346,1.136946
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6652(iou_0.00).bmp,6398,2041,422,110747,110256,0.443353
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6653(iou_0.00).bmp,6399,851,94,49694,49501,0.388377
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6654(iou_0.00).bmp,6400,752,89,46053,45393,1.433131
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6655(iou_0.00).bmp,6401,856,167,40712,40565,0.361073
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6656(iou_0.00).bmp,6402,2254,207,113230,112554,0.597015
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6657(iou_0.00).bmp,6403,307,63,25378,25258,0.472851
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6658(iou_0.00).bmp,6404,1339,151,87110,86934,0.202043
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6659(iou_0.00).bmp,6405,992,97,50800,50745,0.108268
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6660(iou_0.00).bmp,6406,456,76,19925,19906,0.095358
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6661(iou_0.00).bmp,6407,1130,202,71367,71357,0.014012
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6662(iou_0.00).bmp,6408,2048,196,106810,106520,0.271510
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6663(iou_0.00).bmp,6409,1377,114,71046,70432,0.864229
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6664(iou_0.00).bmp,6410,2325,130,103273,103178,0.091989
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6665(iou_0.00).bmp,6411,591,77,49602,49105,1.001976
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6666(iou_0.00).bmp,6412,2290,177,98408,97319,1.106617
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6667(iou_0.00).bmp,6413,2862,634,103495,103061,0.419344
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6668(iou_0.00).bmp,6414,823,96,50035,49637,0.795443
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6669(iou_0.00).bmp,6415,755,116,43959,43711,0.564162
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6670(iou_0.00).bmp,6416,841,175,38541,38361,0.467035
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6671(iou_0.00).bmp,6417,2217,192,108631,107917,0.657271
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6672(iou_0.00).bmp,6418,349,74,30145,29940,0.680046
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6673(iou_0.00).bmp,6419,1542,226,80765,80678,0.107720
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6674(iou_0.00).bmp,6420,1020,90,51152,50941,0.412496
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6675(iou_0.00).bmp,6421,453,87,19914,19916,92632042163929088.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6676(iou_0.00).bmp,6422,1135,230,67747,67673,0.109230
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6677(iou_0.00).bmp,6423,2098,198,97726,97091,0.649776
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6678(iou_0.00).bmp,6424,1375,117,71976,71015,1.335167
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6679(iou_0.00).bmp,6425,2338,142,103314,103162,0.147124
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6680(iou_0.00).bmp,6426,559,68,49962,49078,1.769345
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6681(iou_0.00).bmp,6427,2254,167,97858,97284,0.586564
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6682(iou_0.00).bmp,6428,1757,403,59998,59621,0.628354
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6683(iou_0.00).bmp,6429,819,86,49718,49176,1.090148
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6684(iou_0.00).bmp,6430,809,91,49082,48753,0.670307
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6685(iou_0.00).bmp,6431,723,164,31352,31249,0.328528
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6686(iou_0.00).bmp,6432,2254,207,112194,111747,0.398417
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6687(iou_0.00).bmp,6433,587,119,23263,23063,0.859734
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6688(iou_0.00).bmp,6434,1332,161,89955,89877,0.086710
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6689(iou_0.00).bmp,6435,999,84,47892,47793,0.206715
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6690(iou_0.00).bmp,6436,434,79,19433,19346,0.447692
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6691(iou_0.00).bmp,6437,1008,194,62631,62413,0.348070
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6692(iou_0.00).bmp,6438,2084,204,101424,100931,0.486078
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6693(iou_0.00).bmp,6439,1374,120,70052,69427,0.892194
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6694(iou_0.00).bmp,6440,2317,163,101154,100906,0.245171
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6695(iou_0.00).bmp,6441,579,72,47915,47147,1.602838
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6696(iou_0.00).bmp,6442,2347,168,97628,96620,1.032491
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6697(iou_0.00).bmp,6443,2161,501,56991,56744,0.433402
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6698(iou_0.00).bmp,6444,863,83,50735,50157,1.139253
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6699(iou_0.00).bmp,6445,718,88,44124,43564,1.269151
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6700(iou_0.00).bmp,6446,770,156,33269,33041,0.685323
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6701(iou_0.00).bmp,6447,2365,227,109604,108746,0.782818
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6702(iou_0.00).bmp,6448,422,92,26063,26040,0.088248
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6703(iou_0.00).bmp,6449,1400,171,80980,80708,0.335885
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6704(iou_0.00).bmp,6450,1008,86,48679,48364,0.647096
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6705(iou_0.00).bmp,6451,495,80,19735,19761,93472223666372608.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6706(iou_0.00).bmp,6452,1127,229,73156,72826,0.451091
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6707(iou_0.00).bmp,6453,2038,191,104236,103953,0.271499
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6708(iou_0.00).bmp,6454,1374,110,70209,69532,0.964264
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6709(iou_0.00).bmp,6455,2334,139,100976,100882,0.093091
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6710(iou_0.00).bmp,6456,583,75,48061,47667,0.819791
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6711(iou_0.00).bmp,6457,2301,170,97445,96459,1.011853
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6712(iou_0.00).bmp,6458,2171,482,74201,73820,0.513470
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6713(iou_0.00).bmp,6459,827,89,50119,49130,1.973304
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6714(iou_0.00).bmp,6460,745,92,44574,43941,1.420110
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6715(iou_0.00).bmp,6461,800,171,42065,41891,0.413646
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6716(iou_0.00).bmp,6462,2262,199,113494,112632,0.759512
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6717(iou_0.00).bmp,6463,548,119,26139,25978,0.615938
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6718(iou_0.00).bmp,6464,1384,170,86541,86461,0.092442
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6719(iou_0.00).bmp,6465,984,83,48962,48527,0.888444
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6720(iou_0.00).bmp,6466,452,88,20845,20812,0.158311
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6721(iou_0.00).bmp,6467,1329,287,65458,65121,0.514834
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6722(iou_0.00).bmp,6468,2010,176,106556,106251,0.286234
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6723(iou_0.00).bmp,6469,1409,129,71133,70482,0.915187
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6724(iou_0.00).bmp,6470,2356,146,102753,102548,0.199508
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6725(iou_0.00).bmp,6471,535,67,48417,47742,1.394138
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6726(iou_0.00).bmp,6472,2330,172,98862,97640,1.236066
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6727(iou_0.00).bmp,6473,2150,449,96197,95989,0.216223
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6728(iou_0.00).bmp,6474,882,87,50621,50241,0.750677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6729(iou_0.00).bmp,6475,767,95,45938,45394,1.184205
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6730(iou_0.00).bmp,6476,999,214,44520,44194,0.732255
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6731(iou_0.00).bmp,6477,2317,203,108641,107702,0.864315
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6732(iou_0.00).bmp,6478,476,101,22228,22071,0.706316
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6733(iou_0.00).bmp,6479,1345,150,81739,81311,0.523618
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6734(iou_0.00).bmp,6480,1030,90,50358,50354,0.007943
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6735(iou_0.00).bmp,6481,470,69,20573,20484,0.432606
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6736(iou_0.00).bmp,6482,1009,199,71616,71456,0.223414
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6737(iou_0.00).bmp,6483,2097,213,101291,100769,0.515347
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6738(iou_0.00).bmp,6484,1378,114,71767,70852,1.274959
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6739(iou_0.00).bmp,6485,2344,141,104437,104714,17663034751188992.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6740(iou_0.00).bmp,6486,514,68,49492,48950,1.095127
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6741(iou_0.00).bmp,6487,2322,159,97683,96617,1.091285
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6742(iou_0.00).bmp,6488,1834,447,56009,55860,0.266029
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6743(iou_0.00).bmp,6489,832,83,50747,50318,0.845370
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6744(iou_0.00).bmp,6490,872,104,48233,48014,0.454046
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6745(iou_0.00).bmp,6491,711,162,44971,44877,0.209024
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6746(iou_0.00).bmp,6492,2296,224,110072,109312,0.690457
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6747(iou_0.00).bmp,6493,715,139,37569,37579,49100972365971456.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6748(iou_0.00).bmp,6494,1314,150,83336,83069,0.320390
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6749(iou_0.00).bmp,6495,988,97,50244,50073,0.340339
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6751(iou_0.00).bmp,6496,374,99,4272,4105,3.909176
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6752(iou_0.00).bmp,6497,981,195,27280,26969,1.140029
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6753(iou_0.00).bmp,6498,1378,98,71774,70895,1.224677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6754(iou_0.00).bmp,6499,2320,136,103473,103922,17827592128167936.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6755(iou_0.00).bmp,6500,569,74,48843,47886,1.959339
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6756(iou_0.00).bmp,6501,2274,185,96635,95754,0.911678
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6757(iou_0.00).bmp,6502,2426,542,67907,67663,0.359315
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6758(iou_0.00).bmp,6503,890,95,50633,50315,0.628049
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6759(iou_0.00).bmp,6504,736,96,44674,44285,0.870753
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6760(iou_0.00).bmp,6505,385,88,4958,4804,3.106091
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6761(iou_0.00).bmp,6506,550,135,7229,7057,2.379306
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6762(iou_0.00).bmp,6507,523,115,27599,27438,0.583354
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6763(iou_0.00).bmp,6508,1466,184,85291,85204,0.102004
