file,index,original_capa,reduced_capa,증감율,,,평균 용량(byte),,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2111(iou_0.00).bmp,2040,4408,488,0.889292196,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2112(iou_0.00).bmp,2041,5960,808,0.86442953,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2113(iou_0.00).bmp,2042,1552,248,0.840206186,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2114(iou_0.00).bmp,2043,18064,1440,0.920283437,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2115(iou_0.00).bmp,2044,8064,1624,0.798611111,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2116(iou_0.00).bmp,2045,7096,944,0.866967306,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2117(iou_0.00).bmp,2046,3328,752,0.774038462,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2118(iou_0.00).bmp,2047,2560,608,0.7625,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2119(iou_0.00).bmp,2048,984,240,0.756097561,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2120(iou_0.00).bmp,2049,216,88,0.592592593,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2121(iou_0.00).bmp,2050,4576,840,0.816433566,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2122(iou_0.00).bmp,2051,9856,1040,0.894480519,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2123(iou_0.00).bmp,2052,5720,552,0.903496503,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2124(iou_0.00).bmp,2053,14184,904,0.936266215,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2125(iou_0.00).bmp,2054,14288,1112,0.922172452,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2126(iou_0.00).bmp,2055,7248,1240,0.828918322,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2127(iou_0.00).bmp,2056,16184,992,0.938704894,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2128(iou_0.00).bmp,2057,14216,1136,0.920090039,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2129(iou_0.00).bmp,2058,10448,1216,0.883614089,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2130(iou_0.00).bmp,2059,1688,144,0.914691943,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2131(iou_0.00).bmp,2060,1616,216,0.866336634,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2132(iou_0.00).bmp,2061,7496,848,0.886872999,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2133(iou_0.00).bmp,2062,11584,2296,0.80179558,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2134(iou_0.00).bmp,2063,18904,1232,0.934828608,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2135(iou_0.00).bmp,2064,5912,648,0.890392422,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2136(iou_0.00).bmp,2065,4224,432,0.897727273,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2137(iou_0.00).bmp,2066,11144,920,0.917444365,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2138(iou_0.00).bmp,2067,5960,456,0.923489933,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2139(iou_0.00).bmp,2068,6544,1248,0.809290954,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2140(iou_0.00).bmp,2069,17072,4208,0.753514527,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2141(iou_0.00).bmp,2070,9776,744,0.923895254,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2142(iou_0.00).bmp,2071,20024,3216,0.839392729,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2143(iou_0.00).bmp,2072,7928,1512,0.809283552,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2144(iou_0.00).bmp,2073,16992,1584,0.906779661,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2145(iou_0.00).bmp,2074,19440,872,0.955144033,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2146(iou_0.00).bmp,2075,1968,240,0.87804878,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2147(iou_0.00).bmp,2076,11256,872,0.922530206,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2148(iou_0.00).bmp,2077,7224,824,0.88593577,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2149(iou_0.00).bmp,2078,8784,1304,0.85154827,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2150(iou_0.00).bmp,2079,18048,4520,0.749556738,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2151(iou_0.00).bmp,2080,9552,792,0.917085427,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2152(iou_0.00).bmp,2081,16344,2448,0.850220264,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2153(iou_0.00).bmp,2082,2128,480,0.77443609,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2154(iou_0.00).bmp,2083,4824,616,0.872305141,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2155(iou_0.00).bmp,2084,6912,584,0.915509259,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2156(iou_0.00).bmp,2085,12976,1232,0.905055487,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2157(iou_0.00).bmp,2086,18776,3872,0.793779293,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2158(iou_0.00).bmp,2087,2512,264,0.894904459,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2159(iou_0.00).bmp,2088,4240,696,0.835849057,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2160(iou_0.00).bmp,2089,15352,1600,0.895779052,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2161(iou_0.00).bmp,2090,12376,2792,0.774402069,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2162(iou_0.00).bmp,2091,17328,1520,0.912280702,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2163(iou_0.00).bmp,2092,8920,2080,0.766816143,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2165(iou_0.00).bmp,2093,16944,1216,0.928234183,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2166(iou_0.00).bmp,2094,16456,3864,0.765192027,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2167(iou_0.00).bmp,2095,7176,624,0.913043478,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2168(iou_0.00).bmp,2096,1512,216,0.857142857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2169(iou_0.00).bmp,2097,280,48,0.828571429,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2170(iou_0.00).bmp,2098,5456,624,0.885630499,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2171(iou_0.00).bmp,2099,8160,696,0.914705882,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2172(iou_0.00).bmp,2100,8080,456,0.943564356,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2173(iou_0.00).bmp,2101,824,96,0.883495146,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2174(iou_0.00).bmp,2102,3264,488,0.850490196,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2175(iou_0.00).bmp,2103,6016,864,0.856382979,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2176(iou_0.00).bmp,2104,4512,464,0.897163121,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2177(iou_0.00).bmp,2105,6328,864,0.86346397,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2178(iou_0.00).bmp,2106,1432,264,0.815642458,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2179(iou_0.00).bmp,2107,18840,1368,0.927388535,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2180(iou_0.00).bmp,2108,15648,3432,0.780674847,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2181(iou_0.00).bmp,2109,6920,848,0.877456647,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2182(iou_0.00).bmp,2110,3168,696,0.78030303,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2186(iou_0.00).bmp,2111,4752,936,0.803030303,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2187(iou_0.00).bmp,2112,9664,912,0.905629139,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2188(iou_0.00).bmp,2113,5344,624,0.883233533,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2189(iou_0.00).bmp,2114,14072,920,0.934621944,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2190(iou_0.00).bmp,2115,14464,1152,0.920353982,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2191(iou_0.00).bmp,2116,7712,1432,0.814315353,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2192(iou_0.00).bmp,2117,16624,1208,0.927333975,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2193(iou_0.00).bmp,2118,14648,1088,0.925723648,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2194(iou_0.00).bmp,2119,9808,1072,0.890701468,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2195(iou_0.00).bmp,2120,1320,184,0.860606061,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2196(iou_0.00).bmp,2121,1608,240,0.850746269,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2197(iou_0.00).bmp,2122,8176,928,0.886497065,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2198(iou_0.00).bmp,2123,8696,2136,0.754369825,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2199(iou_0.00).bmp,2124,19752,1368,0.930741191,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2200(iou_0.00).bmp,2125,6424,712,0.889165629,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2201(iou_0.00).bmp,2126,4624,368,0.920415225,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2202(iou_0.00).bmp,2127,12112,1104,0.908850727,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2203(iou_0.00).bmp,2128,5968,552,0.907506702,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2204(iou_0.00).bmp,2129,6632,1328,0.799758745,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2205(iou_0.00).bmp,2130,20016,4696,0.76538769,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2206(iou_0.00).bmp,2131,9720,720,0.925925926,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2207(iou_0.00).bmp,2132,17464,2504,0.856619331,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2208(iou_0.00).bmp,2133,9672,1968,0.796526055,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2209(iou_0.00).bmp,2134,17448,1712,0.901879872,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2210(iou_0.00).bmp,2135,19400,864,0.955463918,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2211(iou_0.00).bmp,2136,1688,200,0.881516588,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2212(iou_0.00).bmp,2137,11320,840,0.925795053,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2213(iou_0.00).bmp,2138,7472,976,0.869379015,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2214(iou_0.00).bmp,2139,8528,1240,0.854596623,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2215(iou_0.00).bmp,2140,15264,3688,0.758385744,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2216(iou_0.00).bmp,2141,9512,904,0.904962153,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2217(iou_0.00).bmp,2142,14272,1752,0.877242152,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2218(iou_0.00).bmp,2143,2600,696,0.732307692,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2219(iou_0.00).bmp,2144,4648,624,0.865748709,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2220(iou_0.00).bmp,2145,6960,584,0.916091954,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2221(iou_0.00).bmp,2146,12904,1192,0.907625542,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2222(iou_0.00).bmp,2147,27032,6064,0.775673276,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2223(iou_0.00).bmp,2148,2624,280,0.893292683,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2224(iou_0.00).bmp,2149,5312,856,0.838855422,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2225(iou_0.00).bmp,2150,15168,1432,0.905590717,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2226(iou_0.00).bmp,2151,9952,1968,0.802250804,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2227(iou_0.00).bmp,2152,17120,1416,0.91728972,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2228(iou_0.00).bmp,2153,11616,2120,0.817493113,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2229(iou_0.00).bmp,2154,272,88,0.676470588,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2230(iou_0.00).bmp,2155,17088,1080,0.936797753,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2231(iou_0.00).bmp,2156,17504,4008,0.771023766,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2232(iou_0.00).bmp,2157,7032,664,0.905574516,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2233(iou_0.00).bmp,2158,1408,168,0.880681818,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2234(iou_0.00).bmp,2159,336,40,0.880952381,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2235(iou_0.00).bmp,2160,5304,608,0.885369532,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2236(iou_0.00).bmp,2161,8384,624,0.925572519,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2237(iou_0.00).bmp,2162,8000,440,0.945,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2238(iou_0.00).bmp,2163,864,88,0.898148148,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2239(iou_0.00).bmp,2164,3312,432,0.869565217,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2240(iou_0.00).bmp,2165,5576,648,0.883787661,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2241(iou_0.00).bmp,2166,4632,488,0.894645941,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2242(iou_0.00).bmp,2167,5712,640,0.887955182,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2243(iou_0.00).bmp,2168,1616,224,0.861386139,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2244(iou_0.00).bmp,2169,18656,1280,0.931389365,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2245(iou_0.00).bmp,2170,12720,2864,0.774842767,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2246(iou_0.00).bmp,2171,6936,760,0.890426759,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2247(iou_0.00).bmp,2172,4160,912,0.780769231,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2248(iou_0.00).bmp,2173,1992,424,0.787148594,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2249(iou_0.00).bmp,2174,152,56,0.631578947,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2250(iou_0.00).bmp,2175,896,216,0.758928571,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2251(iou_0.00).bmp,2176,3480,776,0.777011494,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2252(iou_0.00).bmp,2177,9752,984,0.899097621,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2253(iou_0.00).bmp,2178,5312,616,0.884036145,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2254(iou_0.00).bmp,2179,14584,1136,0.922106418,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2255(iou_0.00).bmp,2180,14240,1184,0.916853933,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2256(iou_0.00).bmp,2181,7976,1296,0.837512538,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2257(iou_0.00).bmp,2182,16304,1104,0.932286555,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2258(iou_0.00).bmp,2183,14408,1152,0.92004442,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2259(iou_0.00).bmp,2184,10536,1144,0.891419894,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2260(iou_0.00).bmp,2185,1512,160,0.894179894,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2261(iou_0.00).bmp,2186,1480,192,0.87027027,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2262(iou_0.00).bmp,2187,6816,640,0.906103286,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2263(iou_0.00).bmp,2188,13400,2968,0.778507463,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2264(iou_0.00).bmp,2189,21120,1992,0.905681818,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2265(iou_0.00).bmp,2190,6248,632,0.898847631,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2266(iou_0.00).bmp,2191,4776,408,0.914572864,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2267(iou_0.00).bmp,2192,10880,872,0.919852941,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2268(iou_0.00).bmp,2193,6008,472,0.921438083,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2269(iou_0.00).bmp,2194,7056,1400,0.801587302,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2270(iou_0.00).bmp,2195,14472,3536,0.755666114,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2271(iou_0.00).bmp,2196,9720,632,0.934979424,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2272(iou_0.00).bmp,2197,19600,3080,0.842857143,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2273(iou_0.00).bmp,2198,10704,1952,0.817638266,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2274(iou_0.00).bmp,2199,17352,1816,0.895343476,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2275(iou_0.00).bmp,2200,19560,944,0.951738241,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2276(iou_0.00).bmp,2201,1656,176,0.893719807,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2277(iou_0.00).bmp,2202,11608,984,0.915230875,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2278(iou_0.00).bmp,2203,7256,880,0.878721058,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2279(iou_0.00).bmp,2204,8704,1256,0.855698529,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2280(iou_0.00).bmp,2205,19008,4704,0.752525253,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2281(iou_0.00).bmp,2206,9264,768,0.917098446,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2282(iou_0.00).bmp,2207,15112,1904,0.874007411,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2283(iou_0.00).bmp,2208,3328,768,0.769230769,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2284(iou_0.00).bmp,2209,4936,616,0.875202593,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2285(iou_0.00).bmp,2210,7032,608,0.913538111,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2286(iou_0.00).bmp,2211,13096,1392,0.893708002,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2287(iou_0.00).bmp,2212,11888,2616,0.779946164,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2288(iou_0.00).bmp,2213,2576,304,0.881987578,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2289(iou_0.00).bmp,2214,5856,1032,0.823770492,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2290(iou_0.00).bmp,2215,15296,1504,0.90167364,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2291(iou_0.00).bmp,2216,12544,2664,0.787627551,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2292(iou_0.00).bmp,2217,16904,1448,0.914339801,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2293(iou_0.00).bmp,2218,13224,3112,0.764670296,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2294(iou_0.00).bmp,2219,472,104,0.779661017,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2298(iou_0.00).bmp,2220,7360,600,0.918478261,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2299(iou_0.00).bmp,2221,1544,176,0.886010363,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2300(iou_0.00).bmp,2222,384,48,0.875,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2301(iou_0.00).bmp,2223,5696,664,0.883426966,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2302(iou_0.00).bmp,2224,8360,640,0.923444976,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2303(iou_0.00).bmp,2225,8232,488,0.940719145,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2304(iou_0.00).bmp,2226,848,112,0.867924528,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2305(iou_0.00).bmp,2227,3048,496,0.837270341,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2306(iou_0.00).bmp,2228,6408,960,0.850187266,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2307(iou_0.00).bmp,2229,4320,472,0.890740741,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2308(iou_0.00).bmp,2230,6160,840,0.863636364,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2309(iou_0.00).bmp,2231,1536,272,0.822916667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2310(iou_0.00).bmp,2232,18304,1272,0.930506993,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2311(iou_0.00).bmp,2233,14744,3512,0.761801411,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2312(iou_0.00).bmp,2234,6568,736,0.887941535,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2313(iou_0.00).bmp,2235,2080,312,0.85,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2314(iou_0.00).bmp,2236,1880,440,0.765957447,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2315(iou_0.00).bmp,2237,1072,248,0.768656716,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2317(iou_0.00).bmp,2238,5944,1384,0.767160162,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2318(iou_0.00).bmp,2239,9464,1040,0.89010989,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2319(iou_0.00).bmp,2240,5688,616,0.891701828,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2320(iou_0.00).bmp,2241,14768,1168,0.920910076,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2321(iou_0.00).bmp,2242,15232,1448,0.904936975,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2322(iou_0.00).bmp,2243,8328,1448,0.826128722,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2323(iou_0.00).bmp,2244,17224,1248,0.927542963,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2324(iou_0.00).bmp,2245,15272,1320,0.913567313,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2325(iou_0.00).bmp,2246,10312,1176,0.885958107,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2326(iou_0.00).bmp,2247,1432,144,0.899441341,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2327(iou_0.00).bmp,2248,1120,160,0.857142857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2328(iou_0.00).bmp,2249,9168,1208,0.868237347,,,,,,
