file,index,original_capa,reduced_capa,증감율,,,평균 용량(byte),,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5405(iou_0.00).bmp,5158,4928,528,0.892857143,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5406(iou_0.00).bmp,5159,4112,464,0.887159533,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5407(iou_0.00).bmp,5160,3904,432,0.889344262,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5408(iou_0.00).bmp,5161,13376,1056,0.921052632,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5409(iou_0.00).bmp,5162,11464,1184,0.896720167,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5410(iou_0.00).bmp,5163,8352,664,0.920498084,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5411(iou_0.00).bmp,5164,1936,352,0.818181818,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5412(iou_0.00).bmp,5165,23096,1544,0.933148597,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5413(iou_0.00).bmp,5166,4624,960,0.792387543,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5414(iou_0.00).bmp,5167,5000,728,0.8544,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5415(iou_0.00).bmp,5168,4968,672,0.8647343,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5416(iou_0.00).bmp,5169,2248,312,0.861209964,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5417(iou_0.00).bmp,5170,33864,1304,0.961493031,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5418(iou_0.00).bmp,5171,1224,248,0.797385621,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5419(iou_0.00).bmp,5172,3784,752,0.801268499,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5420(iou_0.00).bmp,5173,1280,288,0.775,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5421(iou_0.00).bmp,5174,3920,432,0.889795918,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5422(iou_0.00).bmp,5175,35392,1920,0.945750452,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5423(iou_0.00).bmp,5176,2008,384,0.80876494,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5424(iou_0.00).bmp,5177,1320,232,0.824242424,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5425(iou_0.00).bmp,5178,2128,416,0.804511278,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5426(iou_0.00).bmp,5179,15560,1208,0.922365039,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5427(iou_0.00).bmp,5180,3064,400,0.869451697,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5428(iou_0.00).bmp,5181,4280,992,0.768224299,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5429(iou_0.00).bmp,5182,3488,856,0.754587156,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5430(iou_0.00).bmp,5183,2424,368,0.848184818,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5431(iou_0.00).bmp,5184,9896,1248,0.87388844,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5432(iou_0.00).bmp,5185,24992,1296,0.948143406,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5433(iou_0.00).bmp,5186,2400,560,0.766666667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5434(iou_0.00).bmp,5187,2024,528,0.739130435,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5435(iou_0.00).bmp,5188,1904,368,0.806722689,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5436(iou_0.00).bmp,5189,9136,1480,0.838003503,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5437(iou_0.00).bmp,5190,3688,480,0.869848156,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5438(iou_0.00).bmp,5191,2968,448,0.849056604,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5439(iou_0.00).bmp,5192,2392,352,0.852842809,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5440(iou_0.00).bmp,5193,4136,432,0.895551257,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5441(iou_0.00).bmp,5194,23976,1304,0.945612279,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5442(iou_0.00).bmp,5195,6048,768,0.873015873,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5443(iou_0.00).bmp,5196,5824,800,0.862637363,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5444(iou_0.00).bmp,5197,2520,256,0.898412698,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5445(iou_0.00).bmp,5198,37472,1504,0.959863365,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5446(iou_0.00).bmp,5199,1240,240,0.806451613,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5447(iou_0.00).bmp,5200,1216,256,0.789473684,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5448(iou_0.00).bmp,5201,1560,136,0.912820513,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5449(iou_0.00).bmp,5202,29008,1152,0.960286817,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5450(iou_0.00).bmp,5203,4064,752,0.81496063,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5451(iou_0.00).bmp,5204,3272,648,0.80195599,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5452(iou_0.00).bmp,5205,2408,256,0.893687708,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5453(iou_0.00).bmp,5206,13312,408,0.969350962,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5454(iou_0.00).bmp,5207,1120,192,0.828571429,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5455(iou_0.00).bmp,5208,832,144,0.826923077,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5456(iou_0.00).bmp,5209,2264,456,0.798586572,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5457(iou_0.00).bmp,5210,9784,1480,0.848732625,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5458(iou_0.00).bmp,5211,30472,1040,0.965870307,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5459(iou_0.00).bmp,5212,2832,488,0.827683616,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5460(iou_0.00).bmp,5213,2576,424,0.835403727,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5461(iou_0.00).bmp,5214,3464,480,0.861431871,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5462(iou_0.00).bmp,5215,18232,1104,0.939447126,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5463(iou_0.00).bmp,5216,2424,416,0.828382838,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5464(iou_0.00).bmp,5217,2184,384,0.824175824,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5465(iou_0.00).bmp,5218,2488,400,0.839228296,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5466(iou_0.00).bmp,5219,13936,1296,0.907003444,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5467(iou_0.00).bmp,5220,2448,552,0.774509804,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5468(iou_0.00).bmp,5221,2032,480,0.763779528,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5469(iou_0.00).bmp,5222,3736,384,0.897216274,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5470(iou_0.00).bmp,5223,34928,1824,0.947778287,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5471(iou_0.00).bmp,5224,5056,976,0.806962025,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5472(iou_0.00).bmp,5225,2992,632,0.788770053,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5473(iou_0.00).bmp,5226,2672,296,0.889221557,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5474(iou_0.00).bmp,5227,35656,1768,0.950415077,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5475(iou_0.00).bmp,5228,4704,544,0.884353741,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5476(iou_0.00).bmp,5229,4096,472,0.884765625,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5477(iou_0.00).bmp,5230,3976,512,0.871227364,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5478(iou_0.00).bmp,5231,13856,936,0.932448037,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5479(iou_0.00).bmp,5232,11000,1024,0.906909091,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5480(iou_0.00).bmp,5233,8208,568,0.93079922,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5481(iou_0.00).bmp,5234,1856,336,0.818965517,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5482(iou_0.00).bmp,5235,23448,1528,0.934834527,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5483(iou_0.00).bmp,5236,4968,888,0.821256039,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5484(iou_0.00).bmp,5237,4768,648,0.86409396,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5485(iou_0.00).bmp,5238,4664,672,0.855917667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5486(iou_0.00).bmp,5239,2352,312,0.867346939,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5487(iou_0.00).bmp,5240,34056,1240,0.963589382,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5488(iou_0.00).bmp,5241,1064,216,0.796992481,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5489(iou_0.00).bmp,5242,4096,696,0.830078125,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5490(iou_0.00).bmp,5243,1024,152,0.8515625,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5491(iou_0.00).bmp,5244,4056,392,0.903353057,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5492(iou_0.00).bmp,5245,35432,1656,0.953262587,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5493(iou_0.00).bmp,5246,2064,416,0.798449612,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5494(iou_0.00).bmp,5247,1712,344,0.799065421,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5495(iou_0.00).bmp,5248,2032,352,0.826771654,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5496(iou_0.00).bmp,5249,15112,1120,0.925886713,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5497(iou_0.00).bmp,5250,3176,400,0.874055416,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5498(iou_0.00).bmp,5251,4080,912,0.776470588,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5499(iou_0.00).bmp,5252,3920,936,0.76122449,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5500(iou_0.00).bmp,5253,2496,408,0.836538462,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5501(iou_0.00).bmp,5254,9672,1208,0.875103391,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5502(iou_0.00).bmp,5255,25312,1320,0.947850822,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5503(iou_0.00).bmp,5256,2040,536,0.737254902,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5504(iou_0.00).bmp,5257,2016,480,0.761904762,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5505(iou_0.00).bmp,5258,1984,352,0.822580645,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5506(iou_0.00).bmp,5259,8424,1320,0.843304843,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5507(iou_0.00).bmp,5260,3856,528,0.863070539,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5508(iou_0.00).bmp,5261,3112,464,0.850899743,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5509(iou_0.00).bmp,5262,2200,344,0.843636364,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5510(iou_0.00).bmp,5263,3568,352,0.901345291,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5511(iou_0.00).bmp,5264,23792,1096,0.953934095,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5512(iou_0.00).bmp,5265,6104,928,0.847968545,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5513(iou_0.00).bmp,5266,5272,736,0.860394537,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5514(iou_0.00).bmp,5267,2424,272,0.887788779,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5515(iou_0.00).bmp,5268,37672,1664,0.955829263,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5516(iou_0.00).bmp,5269,1400,280,0.8,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5517(iou_0.00).bmp,5270,1376,240,0.825581395,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5518(iou_0.00).bmp,5271,1536,176,0.885416667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5519(iou_0.00).bmp,5272,29224,1104,0.962222831,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5520(iou_0.00).bmp,5273,3744,720,0.807692308,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5521(iou_0.00).bmp,5274,3416,584,0.829039813,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5522(iou_0.00).bmp,5275,2424,256,0.894389439,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5523(iou_0.00).bmp,5276,13288,456,0.965683323,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5524(iou_0.00).bmp,5277,1264,216,0.829113924,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5525(iou_0.00).bmp,5278,648,136,0.790123457,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5526(iou_0.00).bmp,5279,2216,440,0.801444043,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5527(iou_0.00).bmp,5280,10072,1568,0.84432089,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5528(iou_0.00).bmp,5281,31536,1360,0.956874683,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5529(iou_0.00).bmp,5282,2944,536,0.817934783,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5530(iou_0.00).bmp,5283,2760,504,0.817391304,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5531(iou_0.00).bmp,5284,3200,488,0.8475,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5532(iou_0.00).bmp,5285,18104,1000,0.944763588,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5533(iou_0.00).bmp,5286,2216,488,0.779783394,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5534(iou_0.00).bmp,5287,1960,360,0.816326531,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5535(iou_0.00).bmp,5288,2376,440,0.814814815,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5536(iou_0.00).bmp,5289,14128,1240,0.912231031,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5537(iou_0.00).bmp,5290,3048,752,0.75328084,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5538(iou_0.00).bmp,5291,2384,528,0.77852349,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5539(iou_0.00).bmp,5292,3296,336,0.898058252,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5540(iou_0.00).bmp,5293,34088,1728,0.949307674,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5541(iou_0.00).bmp,5294,4960,1080,0.782258065,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5542(iou_0.00).bmp,5295,2928,520,0.822404372,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5543(iou_0.00).bmp,5296,2376,280,0.882154882,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5544(iou_0.00).bmp,5297,36240,1744,0.95187638,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5545(iou_0.00).bmp,5298,4616,472,0.897746967,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5546(iou_0.00).bmp,5299,4264,536,0.874296435,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5547(iou_0.00).bmp,5300,3736,472,0.87366167,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5548(iou_0.00).bmp,5301,13712,928,0.932322054,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5549(iou_0.00).bmp,5302,10944,1128,0.896929825,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5550(iou_0.00).bmp,5303,8296,648,0.921890068,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5551(iou_0.00).bmp,5304,1832,296,0.838427948,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5552(iou_0.00).bmp,5305,22760,1408,0.938137083,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5553(iou_0.00).bmp,5306,5104,1040,0.796238245,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5554(iou_0.00).bmp,5307,5312,744,0.859939759,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5555(iou_0.00).bmp,5308,5016,680,0.864433812,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5556(iou_0.00).bmp,5309,2080,288,0.861538462,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5557(iou_0.00).bmp,5310,33648,1312,0.961008084,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5558(iou_0.00).bmp,5311,1360,208,0.847058824,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5559(iou_0.00).bmp,5312,4480,784,0.825,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5560(iou_0.00).bmp,5313,1032,160,0.84496124,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5561(iou_0.00).bmp,5314,3808,392,0.897058824,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5562(iou_0.00).bmp,5315,36184,1704,0.952907362,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5563(iou_0.00).bmp,5316,2208,448,0.797101449,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5564(iou_0.00).bmp,5317,1528,328,0.785340314,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5565(iou_0.00).bmp,5318,1832,344,0.812227074,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5566(iou_0.00).bmp,5319,15936,1168,0.926706827,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5567(iou_0.00).bmp,5320,3192,432,0.864661654,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5568(iou_0.00).bmp,5321,4400,1048,0.761818182,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5569(iou_0.00).bmp,5322,3336,768,0.769784173,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5570(iou_0.00).bmp,5323,2480,408,0.835483871,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5571(iou_0.00).bmp,5324,10176,1168,0.885220126,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5572(iou_0.00).bmp,5325,25720,1288,0.94992224,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5573(iou_0.00).bmp,5326,2464,592,0.75974026,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5574(iou_0.00).bmp,5327,2088,512,0.754789272,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5575(iou_0.00).bmp,5328,1848,360,0.805194805,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5576(iou_0.00).bmp,5329,8392,1472,0.824594852,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5577(iou_0.00).bmp,5330,3808,520,0.863445378,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5578(iou_0.00).bmp,5331,2992,376,0.874331551,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5579(iou_0.00).bmp,5332,1984,256,0.870967742,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5580(iou_0.00).bmp,5333,3408,352,0.896713615,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5581(iou_0.00).bmp,5334,23912,1184,0.950485112,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5582(iou_0.00).bmp,5335,5776,800,0.861495845,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5583(iou_0.00).bmp,5336,5384,656,0.878157504,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5584(iou_0.00).bmp,5337,2512,304,0.878980892,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5585(iou_0.00).bmp,5338,37576,1624,0.956780924,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5586(iou_0.00).bmp,5339,1416,280,0.802259887,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5587(iou_0.00).bmp,5340,1304,224,0.828220859,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5588(iou_0.00).bmp,5341,1496,152,0.898395722,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5589(iou_0.00).bmp,5342,29184,1152,0.960526316,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5590(iou_0.00).bmp,5343,3960,752,0.81010101,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5591(iou_0.00).bmp,5344,3584,664,0.814732143,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5592(iou_0.00).bmp,5345,2504,288,0.884984026,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5593(iou_0.00).bmp,5346,13272,464,0.96503918,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5594(iou_0.00).bmp,5347,1024,184,0.8203125,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5595(iou_0.00).bmp,5348,624,144,0.769230769,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5596(iou_0.00).bmp,5349,408,88,0.784313725,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5597(iou_0.00).bmp,5350,416,88,0.788461538,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5598(iou_0.00).bmp,5351,2280,480,0.789473684,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5599(iou_0.00).bmp,5352,9416,1456,0.845369584,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5600(iou_0.00).bmp,5353,30792,1152,0.962587685,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5601(iou_0.00).bmp,5354,3144,520,0.834605598,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5602(iou_0.00).bmp,5355,2648,448,0.83081571,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5603(iou_0.00).bmp,5356,3504,448,0.872146119,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5604(iou_0.00).bmp,5357,18400,1208,0.934347826,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5605(iou_0.00).bmp,5358,2368,512,0.783783784,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5606(iou_0.00).bmp,5359,1760,272,0.845454545,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5607(iou_0.00).bmp,5360,2672,464,0.826347305,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5608(iou_0.00).bmp,5361,13656,1192,0.912712361,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5609(iou_0.00).bmp,5362,3056,752,0.753926702,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5610(iou_0.00).bmp,5363,2568,624,0.757009346,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5611(iou_0.00).bmp,5364,3408,376,0.889671362,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5612(iou_0.00).bmp,5365,34000,1576,0.953647059,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5613(iou_0.00).bmp,5366,4920,1120,0.772357724,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5614(iou_0.00).bmp,5367,3240,672,0.792592593,,,,,,
