index,before_pt,after_pt,before_area,after_area
4011,1,1,0,0,0.000000
4011,1,1,0,0,0.000000
4011,2,2,0,0,0.000000
4011,1,1,0,0,0.000000
4011,2,2,0,0,0.000000
4011,2,2,0,0,0.000000
4011,1,1,0,0,0.000000
4011,5,4,0,0,0.000000
4011,9,6,0,0,0.000000
4012,44,14,8485,8465,0.235710
4012,168,28,18090,18038,0.287452
4012,172,31,16917,16853,0.378318
4012,162,27,16807,16661,0.868686
4012,164,28,18588,18496,0.494943
4012,163,38,18465,18288,0.958570
4012,68,15,2683,2698,0.559076
4013,5,3,3,3,0.000000
4013,6,4,804,732,8.955224
4013,115,38,1039,1037,0.192493
4013,2,2,171,111,35.087719
4013,1,1,49604,49545,0.118942
4013,233,65,12644,12882,1.882316
4013,322,122,1,1,0.000000
4013,2,2,22,22,0.000000
4013,15,6,14400,14236,1.138889
4013,24,14,23,13,43.478260
4013,26,11,16,10,37.500000
4013,2,2,0,0,0.000000
4014,7,5,52,45,13.461538
4015,55,19,260,258,0.769231
4015,123,29,13033,13007,0.199494
4015,124,22,15419,15374,0.291848
4015,110,29,16635,16576,0.354674
4015,15,7,14723,14749,0.176594
4016,24,8,10891,10848,0.394821
4016,70,23,2052,2032,0.974659
4017,26,9,3768,3683,2.255839
4018,30,11,11472,11383,0.775802
4018,47,16,11306,11337,0.274191
4018,53,16,11062,10950,1.012475
4018,37,17,10243,10234,0.087865
4018,90,18,10439,10446,0.067056
4018,106,21,10390,10268,1.174206
4019,2,2,11078,10999,0.713125
4019,22,8,10863,10825,0.349811
4019,11,6,11099,11079,0.180196
4019,104,19,11435,11405,0.262352
4019,117,22,11220,11264,0.392157
4019,101,20,261,231,11.494253
4019,68,19,2177,2182,0.229674
4019,41,15,9,9,0.000000
4020,15,4,9589,9439,1.564292
4020,116,21,12059,11924,1.119496
4020,63,18,12626,12616,0.079202
4020,100,20,13454,13384,0.520291
4020,87,20,961,973,1.248699
4021,54,17,15854,15755,0.624448
4022,36,10,5364,5311,0.988069
4022,18,8,5290,5233,1.077505
4022,25,9,5247,5300,1.010101
4022,26,10,5564,5577,0.233645
4022,34,11,5706,5606,1.752541
4022,48,11,5294,5196,1.851152
4022,58,13,1380,1360,1.449275
4023,7,4,37653,37539,0.302765
4023,82,18,21311,21274,0.173619
4023,35,11,7032,6959,1.038111
4023,128,30,16322,16206,0.710697
4023,134,41,308,273,11.363636
4024,2,2,5242,5171,1.354445
4024,47,10,5295,5276,0.358829
4024,61,12,5319,5286,0.620417
4024,58,13,5357,5322,0.653351
4024,52,13,5317,5332,0.282114
4024,39,10,5414,5372,0.775767
4024,32,11,4,4,0.000000
4025,79,21,278,291,4.676259
4025,66,15,5870,5931,1.039182
4025,60,17,6261,6174,1.389554
4025,66,12,6907,6910,0.043434
4025,55,16,16364,16254,0.672207
4025,9,4,27333,27218,0.420737
4026,76,25,4647,4638,0.193673
4026,20,8,28327,28158,0.596604
4027,50,12,555,522,5.945946
4027,148,39,17208,17106,0.592748
4027,141,32,18817,18640,0.940639
4027,152,40,17288,17000,1.665895
4027,166,30,18096,17983,0.624447
4027,139,31,18638,18526,0.600923
4027,16,5,6137,6132,0.081473
4028,172,52,6,6,0.000000
4028,17,11,12,10,16.666666
4028,10,7,36624,36393,0.630734
4028,4,3,20,20,0.000000
4028,6,4,4,4,0.000000
4028,1,1,1,1,0.000000
4028,23,12,6,3,50.000000
4028,1,1,1,1,0.000000
4028,1,1,1,1,0.000000
4028,3,2,31308,31236,0.229973
4028,1,1,0,0,0.000000
4028,2,2,0,0,0.000000
4028,2,2,0,0,0.000000
4028,375,159,0,0,0.000000
4028,3,2,0,0,0.000000
4028,1,1,0,0,0.000000
4028,2,2,0,0,0.000000
4028,1,1,0,0,0.000000
4028,6,4,0,0,0.000000
4028,1,1,0,0,0.000000
4028,6,4,0,0,0.000000
4028,1,1,0,0,0.000000
4028,28,12,0,0,0.000000
4028,3,2,0,0,0.000000
4028,2,2,0,0,0.000000
4028,1,1,0,0,0.000000
4028,1,1,0,0,0.000000
4028,7,6,0,0,0.000000
4028,3,2,0,0,0.000000
4028,2,2,0,0,0.000000
4028,3,2,0,0,0.000000
4028,2,2,0,0,0.000000
4028,4,3,0,0,0.000000
4028,2,2,0,0,0.000000
4029,69,18,14268,14195,0.511634
4029,128,26,16799,16744,0.327400
4029,64,24,15539,15459,0.514834
4029,7,4,7298,7138,2.192381
4029,120,20,0,0,0.000000
4030,3,2,526,511,2.851711
4030,14,7,45,38,15.555555
4030,83,28,33375,33099,0.826966
4030,1,1,8,4,50.000000
4030,3,2,11,3,72.727272
4030,1,1,1,1,0.000000
4030,4,2,8,3,62.500000
4030,3,2,1,1,0.000000
4030,144,55,7228,7290,0.857775
4030,9,5,114,111,2.631579
4030,4,3,11,3,72.727272
4030,3,2,0,0,0.000000
4030,4,3,0,0,0.000000
4030,1,1,0,0,0.000000
4030,6,4,0,0,0.000000
4030,26,13,0,0,0.000000
4031,1,1,1099,1010,8.098271
4031,1,1,408,418,2.450980
4031,2,2,642,642,0.000000
4031,9,5,499,439,12.024048
4031,3,2,1350,1286,4.740741
4031,3,3,20,20,0.000000
4031,1,1,1701,1671,1.763668
4031,26,10,1,1,0.000000
4031,1,1,511,471,7.827789
4031,4,4,33,30,9.090909
4031,8,5,1,1,0.000000
4031,1,1,9,9,0.000000
4031,43,16,10,4,60.000000
4031,19,10,49,41,16.326530
4031,3,2,4,4,0.000000
4031,12,7,1,1,0.000000
4031,23,12,1,1,0.000000
4031,23,16,0,0,0.000000
4031,26,11,0,0,0.000000
4031,2,2,0,0,0.000000
4031,39,15,0,0,0.000000
4032,5,3,1625,1618,0.430769
4032,1,1,10,5,50.000000
4032,1,1,2664,2525,5.217718
4032,4,3,18,17,5.555555
4032,4,2,861,829,3.716609
4032,6,3,12,11,8.333333
4032,2,2,146,130,10.958904
4032,20,8,426,422,0.938967
4032,12,6,30,19,36.666668
4032,1,1,453,422,6.843267
4032,23,13,39,33,15.384615
4032,8,5,445,438,1.573034
4032,24,12,1,1,0.000000
4032,7,3,132,115,12.878788
4032,29,13,373,361,3.217158
4032,13,6,3,3,0.000000
4032,4,3,17,14,17.647058
4032,5,4,9,3,66.666664
4032,45,19,9,9,0.000000
4032,45,19,1,1,0.000000
4032,3,2,1,1,0.000000
4032,57,27,14,9,35.714287
4033,2,2,1347,1295,3.860430
4033,19,7,1426,1401,1.753156
4033,6,4,154,152,1.298701
4033,15,8,1143,1015,11.198600
4033,30,14,3,3,0.000000
4033,28,11,0,0,0.000000
4034,1,1,39689,39588,0.254479
4034,2,2,38,27,28.947369
4034,72,31,3386,3319,1.978736
4034,6,3,6,6,0.000000
4034,276,116,1,1,0.000000
4034,1,1,0,0,0.000000
4034,13,9,0,0,0.000000
4034,4,3,0,0,0.000000
4034,6,4,0,0,0.000000
4035,7,5,10323,10236,0.842778
4035,83,25,18838,18697,0.748487
4035,1,1,20216,20184,0.158290
4035,171,42,10785,10740,0.417246
4035,192,39,113,106,6.194690
4035,84,19,0,0,0.000000
4036,27,10,8651,8587,0.739799
4036,19,12,17403,17304,0.568867
4036,73,26,18677,18554,0.658564
4036,84,25,12884,12977,0.721826
4036,118,28,262,273,4.198473
4036,61,13,887,911,2.705750
4037,35,12,19165,19339,0.907905
4037,145,39,17532,17480,0.296600
4037,147,36,16479,16280,1.207597
4037,161,35,16108,15870,1.477527
4037,160,34,5896,5900,0.067843
4038,19,7,10,3,70.000000
4038,94,23,16033,15956,0.480259
4038,117,33,16775,16750,0.149031
4038,157,33,16254,16042,1.304294
4038,132,32,15943,15744,1.248197
4038,168,39,16028,16020,0.049913
4038,155,33,10628,10646,0.169364
4038,4,2,785,783,0.254777
4039,8,2,108,120,11.111111
4039,87,27,15687,15624,0.401606
4039,77,24,1591,1587,0.251414
4039,98,33,15124,15045,0.522349
4039,62,20,16078,15923,0.964050
4039,85,27,14872,14854,0.121033
4039,34,9,15771,15538,1.477395
4039,110,30,15842,15840,0.012625
4039,11,6,58,27,53.448277
4040,97,24,29,23,20.689655
4040,168,29,156,117,25.000000
4040,141,28,37,28,24.324324
4040,34,11,332,327,1.506024
4040,125,20,1,1,0.000000
4040,156,31,42,28,33.333332
4040,175,31,5,5,0.000000
4040,1,1,35,31,11.428572
4040,9,4,56,54,3.571429
4040,7,4,20,12,40.000000
4040,2,2,64,49,23.437500
4040,6,4,6,3,50.000000
4040,3,2,3,3,0.000000
4040,9,5,34,29,14.705882
4040,6,3,30,15,50.000000
4040,6,5,33,17,48.484848
4040,7,6,1,1,0.000000
4040,2,2,16421,16378,0.261860
4040,5,3,16941,16783,0.932649
4040,1,1,15435,15417,0.116618
4040,23,12,1584,1605,1.325758
4040,1,1,16291,16266,0.153459
4040,7,4,16347,16251,0.587264
4040,15,7,14187,14100,0.613238
4040,6,4,0,0,0.000000
4041,28,9,35752,35670,0.229358
4041,131,25,108,98,9.259259
4041,154,33,44,41,6.818182
4041,165,31,44,31,29.545454
4041,111,37,1,1,0.000000
4041,1,1,18722,18653,0.368550
4041,6,4,19233,19324,0.473145
4041,9,4,18154,18075,0.435166
4041,12,6,15759,15759,0.000000
4041,201,66,1811,1769,2.319161
4041,3,3,0,0,0.000000
4042,63,20,20989,21007,0.085759
4042,140,36,9563,9492,0.742445
4042,132,44,18293,18345,0.284262
4042,2,2,21415,21324,0.424936
4042,3,3,20450,20405,0.220049
4042,143,32,8553,8353,2.338361
4042,65,16,0,0,0.000000
4042,152,44,0,0,0.000000
4043,81,24,5575,5560,0.269058
4043,24,10,18923,18880,0.227237
4044,19,7,14891,14945,0.362635
4044,81,26,1996,1972,1.202405
4045,4,2,5564,5549,0.269590
4045,5,3,11,8,27.272728
4045,78,22,9171,9150,0.228983
4045,6,5,9055,9040,0.165654
4045,75,20,9140,9028,1.225383
4045,90,18,21683,21514,0.779412
4045,90,23,23,13,43.478260
4045,3,2,10,3,70.000000
4045,65,21,0,0,0.000000
4046,2,2,28,24,14.285714
4046,8,6,29928,29750,0.594761
4046,5,3,11,4,63.636364
4046,4,3,1,1,0.000000
4046,13,7,123,138,12.195122
4046,1,1,1,1,0.000000
4046,2,2,1,1,0.000000
4046,174,75,1235,1076,12.874494
4046,7,6,12665,6,99.952629
4046,2,2,89,12612,14070.786133
4046,3,3,3,77,2466.666748
4046,2,2,6,3,50.000000
4046,11,7,10,3,70.000000
4046,1,1,91,3,96.703300
4046,1,1,96,79,17.708334
4046,14,8,291,80,72.508591
4046,2,2,754,262,65.251991
4046,27,10,6,683,11283.333008
4046,3,2,319,3,99.059563
4046,41,16,4,292,7200.000000
4046,19,9,213,4,98.122063
4046,12,6,1,209,20800.000000
4046,10,6,1,1,0.000000
4046,4,2,64,1,98.437500
4046,3,2,13443,68,99.494164
4046,2,2,3,13442,447966.656250
4046,11,7,1,3,200.000000
4046,86,30,111,1,99.099098
4046,26,11,22,93,322.727264
4046,2,2,21,19,9.523809
4046,1,1,77,10,87.012985
4046,1,1,3,79,2533.333252
4046,10,4,0,3,0.000000
4046,1,1,0,0,0.000000
4046,4,2,0,0,0.000000
4046,184,75,0,0,0.000000
4046,2,2,0,0,0.000000
4046,1,1,0,0,0.000000
4046,6,3,0,0,0.000000
4046,8,5,0,0,0.000000
4046,14,9,0,0,0.000000
4046,1,1,0,0,0.000000
4046,5,3,0,0,0.000000
4047,123,27,3432,3400,0.932401
4047,162,27,5156,5173,0.329713
4047,47,21,18698,18637,0.326238
4047,4,3,19113,19115,0.010464
4047,169,31,17,15,11.764706
4047,1,1,1,1,0.000000
4047,6,3,18607,18477,0.698662
4047,150,33,14476,14495,0.131252
4047,148,28,18339,18312,0.147227
4047,50,15,13417,13467,0.372662
4047,26,6,0,0,0.000000
4048,58,24,5253,5223,0.571102
4048,4,2,19287,19223,0.331830
4048,7,3,23363,23221,0.607799
4048,105,28,19071,18934,0.718368
4048,119,37,45,39,13.333333
4048,114,29,12,4,66.666664
4048,39,10,7465,7319,1.955794
4049,75,20,20120,19794,1.620278
4049,170,38,8778,8754,0.273411
4050,73,23,17944,17746,1.103433
4050,90,27,18043,18008,0.193981
4050,6,3,60,32,46.666668
4050,185,39,10124,9974,1.481628
4050,171,48,8950,8982,0.357542
4051,23,6,27260,27239,0.077036
4051,181,41,13852,13813,0.281548
4051,129,25,1322,1301,1.588502
4052,54,28,9851,9799,0.527865
4052,69,29,15692,15516,1.121591
4052,86,32,16376,16142,1.428920
4052,69,28,15955,15818,0.858665
4052,86,27,16752,16713,0.232808
4052,98,30,16396,16279,0.713589
4052,50,16,8490,8461,0.341578
4053,1,1,33458,33419,0.116564
4053,9,7,24,14,41.666668
4053,1,1,50,48,4.000000
4053,1,1,9,3,66.666664
4053,4,2,2265,2221,1.942605
4053,6,5,124,122,1.612903
4053,226,88,12,6,50.000000
4053,4,3,6,4,33.333332
4053,3,2,10,6,40.000000
4053,50,28,152,130,14.473684
4053,15,9,650,657,1.076923
4053,1,1,166,148,10.843373
4053,2,2,104,100,3.846154
4053,2,2,1,1,0.000000
4053,2,2,213,196,7.981221
4053,1,1,46,38,17.391304
4053,2,2,65,62,4.615385
4053,7,6,1,1,0.000000
4053,261,109,49,53,8.163265
4053,1,1,6002,5878,2.065978
4053,2,2,36,32,11.111111
4053,1,1,1,1,0.000000
4053,2,2,918,925,0.762527
4053,2,2,1,231,23000.000000
4053,23,10,235,19,91.914894
4053,5,4,26,30609,117626.921875
4053,1,1,30951,72,99.767372
4053,1,1,80,4,95.000000
4053,1,1,4,1,75.000000
4053,6,3,1,3,200.000000
4053,4,3,41122,41066,0.136180
4053,5,3,36,34,5.555555
4053,16,11,9,3,66.666664
4053,1,1,1,1,0.000000
4053,30,16,1,88,8700.000000
4053,1,1,92,1,98.913040
4053,8,4,1,0,100.000000
4053,87,33,0,0,0.000000
4053,5,4,0,0,0.000000
4053,2,2,0,0,0.000000
4053,2,2,0,0,0.000000
4053,2,2,0,0,0.000000
4053,24,13,0,0,0.000000
4053,1,1,0,0,0.000000
4053,6,3,0,0,0.000000
4053,1,1,0,0,0.000000
4053,7,5,0,0,0.000000
4053,22,12,0,0,0.000000
4053,1,1,0,0,0.000000
4053,2,2,0,0,0.000000
4053,9,4,0,0,0.000000
4053,1,1,0,0,0.000000
4053,13,7,0,0,0.000000
4053,19,8,0,0,0.000000
4053,31,16,0,0,0.000000
4053,17,7,0,0,0.000000
4053,3,2,0,0,0.000000
4053,3,2,0,0,0.000000
4053,3,2,0,0,0.000000
4053,11,7,0,0,0.000000
4053,71,34,0,0,0.000000
4053,4,3,0,0,0.000000
4053,2,2,0,0,0.000000
4053,1,1,0,0,0.000000
4053,2,2,0,0,0.000000
4053,5,3,0,0,0.000000
4053,1,1,0,0,0.000000
4053,2,2,0,0,0.000000
4053,4,2,0,0,0.000000
4053,10,5,0,0,0.000000
4053,6,3,0,0,0.000000
4053,230,103,0,0,0.000000
4053,1,1,0,0,0.000000
4054,88,20,10110,10061,0.484669
4054,81,20,10010,9864,1.458542
4054,88,18,9492,9530,0.400337
4054,85,21,9554,9524,0.314005
4054,76,17,9818,9785,0.336117
4055,25,5,2728,2723,0.183284
4055,5,3,39,34,12.820513
4055,35,9,1,1,0.000000
4055,6,3,7173,7081,1.282588
4055,1,1,9958,9947,0.110464
4055,3,2,21202,21107,0.448071
4055,2,2,9,3,66.666664
4055,2,2,5,3,40.000000
4055,11,5,1,1,0.000000
4055,1,1,10,3,70.000000
4055,5,3,9126,9060,0.723208
4055,28,14,16,10,37.500000
4055,10,6,25,20,20.000000
4055,12,7,8546,8477,0.807395
4055,6,3,22460,22341,0.529831
4055,22,7,10,3,70.000000
4055,1,1,41,26,36.585365
4055,4,1,1,1,0.000000
4055,83,19,8786,8757,0.330071
4055,1,1,110,105,4.545455
4055,5,4,33,16,51.515152
4055,4,2,49,53,8.163265
4055,373,186,79,78,1.265823
4055,2,2,317,324,2.208202
4055,6,4,29,13,55.172413
4055,2,2,1,1,0.000000
4055,3,2,68,61,10.294118
4055,11,6,3,3,0.000000
4055,1,1,4,4,0.000000
4055,1,1,7,3,57.142857
4055,1,1,1,1,0.000000
4055,8,4,52,44,15.384615
4055,1,1,4290,4323,0.769231
4055,1,1,25,15,40.000000
4055,2,2,535,442,17.383177
4055,8,6,0,0,0.000000
4055,3,3,0,0,0.000000
4055,69,13,0,0,0.000000
4055,6,4,0,0,0.000000
4055,4,3,0,0,0.000000
4055,69,20,0,0,0.000000
4055,4,2,0,0,0.000000
4055,1,1,0,0,0.000000
4055,3,2,0,0,0.000000
4055,4,2,0,0,0.000000
4055,202,85,0,0,0.000000
4055,6,4,0,0,0.000000
4055,11,6,0,0,0.000000
4055,1,1,0,0,0.000000
4055,1,1,0,0,0.000000
4055,76,19,0,0,0.000000
4055,77,32,0,0,0.000000
4055,1,1,0,0,0.000000
4055,1,1,0,0,0.000000
4055,6,3,0,0,0.000000
4055,26,11,0,0,0.000000
4056,1,1,1273,1272,0.078555
4056,9,4,711,685,3.656821
4056,3,2,24038,24072,0.141443
4056,67,31,15,10,33.333332
4056,7,4,1,1,0.000000
4056,2,2,442,393,11.085973
4056,169,66,256,260,1.562500
4056,18,9,28258,28246,0.042466
4056,14,9,5024,4968,1.114650
4056,4,3,8,4,50.000000
4056,1,1,72,50,30.555555
4056,137,34,0,1,0.000000
4056,49,19,0,0,0.000000
4056,34,14,0,0,0.000000
4057,76,17,4106,4050,1.363858
4057,142,32,3214,3177,1.151213
4057,160,34,16563,16591,0.169051
4057,37,18,17272,17227,0.260537
4057,164,29,1288,1236,4.037267
4057,26,12,17363,17375,0.069112
4057,2,2,8228,8287,0.717064
4057,172,45,16068,16015,0.329848
4057,168,33,16103,16054,0.304291
4057,45,10,11512,11431,0.703614
4057,27,8,0,0,0.000000
4058,44,11,16268,16217,0.313499
4058,152,27,17025,17031,0.035242
4058,193,27,17982,17888,0.522745
4058,137,32,17446,17352,0.538805
4058,166,31,4838,4774,1.322861
4058,153,25,17687,17484,1.147736
4058,56,11,4074,4013,1.497300
4059,86,21,3596,3512,2.335929
4059,30,8,16977,16987,0.058903
4060,26,7,4419,4450,0.701516
4060,122,24,13324,13231,0.697989
4060,125,24,13636,13534,0.748020
4060,131,22,13996,13849,1.050300
4060,119,21,14010,13866,1.027837
4060,88,21,14395,14304,0.632164
4060,38,15,1635,1609,1.590214
4061,4,2,11970,11849,1.010860
4061,2,2,16589,16371,1.314124
4061,44,21,16287,16224,0.386812
4061,59,23,15599,15478,0.775691
4061,61,22,15928,16015,0.546208
4061,84,22,16146,15980,1.028118
4061,130,24,13,13,0.000000
4061,106,22,32,21,34.375000
4062,86,26,6702,6689,0.193972
4062,120,29,15938,15993,0.345087
4062,106,32,16273,16223,0.307257
4062,82,23,14447,14563,0.802935
4062,94,34,16428,16377,0.310446
4062,81,36,16575,16575,0.000000
4062,44,18,14957,14872,0.568296
4063,62,33,38262,38247,0.039203
4063,9,5,17160,17072,0.512821
4063,9,6,1,1,0.000000
4063,2,2,3,3,0.000000
4063,2,2,1080,1096,1.481481
4063,3,3,5,5,0.000000
4063,1,1,2298,2204,4.090514
4063,3,3,8,5,37.500000
4063,2,2,3,3,0.000000
4063,20,9,12,12,0.000000
4063,2,2,258,246,4.651163
4063,1,1,270,270,0.000000
4063,3,2,92,84,8.695652
4063,204,86,508,515,1.377953
4063,8,5,23,12,47.826088
4063,2,2,10,10,0.000000
4063,2,2,38,25,34.210526
4063,14,8,41,18,56.097561
4063,3,2,1,1,0.000000
4063,30,16,534,543,1.685393
4063,1,1,1,1,0.000000
4063,41,18,31,18,41.935482
4063,1,1,50,44,12.000000
4063,1,1,734,686,6.539510
4063,6,5,698,700,0.286533
4063,6,3,115,113,1.739130
4063,1,1,21995,21840,0.704706
4063,33,16,1,1,0.000000
4063,1,1,7,4,42.857143
4063,6,3,4,4,0.000000
4063,8,4,156,133,14.743589
4063,2,2,4,1,75.000000
4063,5,3,6,4,33.333332
4063,46,21,8243,6,99.927208
4063,2,2,0,8148,0.000000
4063,14,6,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,13,9,0,0,0.000000
4063,14,7,0,0,0.000000
4063,3,3,0,0,0.000000
4063,2,2,0,0,0.000000
4063,3,2,0,0,0.000000
4063,87,40,0,0,0.000000
4063,2,2,0,0,0.000000
4063,2,2,0,0,0.000000
4063,2,2,0,0,0.000000
4063,68,36,0,0,0.000000
4063,1,1,0,0,0.000000
4063,2,2,0,0,0.000000
4063,206,94,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,5,4,0,0,0.000000
4063,2,2,0,0,0.000000
4063,4,3,0,0,0.000000
4063,3,3,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,2,2,0,0,0.000000
4063,1,1,0,0,0.000000
4063,20,11,0,0,0.000000
4063,2,2,0,0,0.000000
4063,1,1,0,0,0.000000
4063,205,81,0,0,0.000000
4063,12,7,0,0,0.000000
4063,1,1,0,0,0.000000
4063,3,3,0,0,0.000000
4063,2,2,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,1,1,0,0,0.000000
4063,5,4,0,0,0.000000
4063,21,11,0,0,0.000000
4063,1,1,0,0,0.000000
4063,2,2,0,0,0.000000
4063,2,2,0,0,0.000000
4063,5,4,0,0,0.000000
4063,11,7,0,0,0.000000
4063,8,4,0,0,0.000000
4064,51,11,8849,8852,0.033902
4064,77,15,16,16,0.000000
4064,78,22,9046,8912,1.481318
4064,87,15,9259,9124,1.458041
4064,94,19,8588,8539,0.570564
4064,4,3,9222,9195,0.292778
4064,85,22,5353,5323,0.560433
4065,19,6,4325,4294,0.716763
4065,90,27,25111,25126,0.059735
4065,2,2,8530,8496,0.398593
4065,146,66,8991,8977,0.155711
4065,96,17,1,1,0.000000
4065,98,19,1,1,0.000000
4065,1,1,9234,9153,0.877193
4065,1,1,8556,8580,0.280505
4065,83,19,20546,20442,0.506181
4065,85,17,4,4,0.000000
4065,230,110,9444,9407,0.391783
4065,1,1,581,603,3.786575
4065,22,11,0,0,0.000000
4065,46,14,0,0,0.000000
4066,3,3,5053,4979,1.464477
4066,1,1,26,24,7.692307
4066,2,2,147,124,15.646258
4066,10,6,3,3,0.000000
4066,5,3,1,1,0.000000
4066,87,40,10,10,0.000000
4067,60,18,390,363,6.923077
4067,24,11,4583,4620,0.807331
4067,130,29,17446,17471,0.143299
4067,61,19,6793,6680,1.663477
4067,15,6,5505,5408,1.762035
4068,1,1,15857,15846,0.069370
4068,148,29,15975,15895,0.500782
4068,140,25,16232,16118,0.702316
4068,107,28,15792,15766,0.164640
4068,66,22,1,1,0.000000
4069,100,23,2759,2603,5.654222
4069,155,36,1,1,0.000000
4069,153,33,76,63,17.105263
4069,135,32,17921,17878,0.239942
4069,138,35,16458,16328,0.789889
4069,131,34,17608,17367,1.368696
4069,6,3,18125,17907,1.202759
4069,1,1,16820,16798,0.130797
4069,40,9,10399,10356,0.413501
4070,9,6,49951,49867,0.168165
4070,7,6,19,13,31.578947
4070,22,11,1,1,0.000000
4070,21,9,360,321,10.833333
4070,1,1,10,7,30.000000
4070,10,6,30,25,16.666666
4070,15,9,224,172,23.214285
4070,1,1,3,3,0.000000
4070,38,14,3,3,0.000000
4070,2,2,1135,1155,1.762115
4070,28,16,54,43,20.370371
4070,1,1,15,15,0.000000
4070,1,1,521,523,0.383877
4070,1,1,125,117,6.400000
4070,1,1,62,56,9.677420
4070,2,2,1,1,0.000000
4070,10,5,1049,1034,1.429933
4070,1,1,14052,14036,0.113863
4070,1,1,55,34,38.181820
4070,4,2,1826,1830,0.219058
4070,62,31,10,3,70.000000
4070,1,1,1,1,0.000000
4070,8,5,1,1,0.000000
4070,9,5,76,70,7.894737
4070,5,3,3,3,0.000000
4070,116,43,1,1,0.000000
4070,4,2,1,1,0.000000
4070,2,2,260,236,9.230769
4070,9,5,1,1,0.000000
4070,4,3,3,3,0.000000
4070,30,15,1406,1277,9.174965
4070,1,1,1,1,0.000000
4070,12,7,143,148,3.496504
4070,16,7,75,69,8.000000
4070,34,15,1,1,0.000000
4070,1,1,338,310,8.284023
4070,2,2,179,166,7.262570
4070,1,1,45,39,13.333333
4070,43,17,44,45,2.272727
4070,3,3,0,0,0.000000
4070,9,5,0,0,0.000000
4070,2,2,0,0,0.000000
4070,2,2,0,0,0.000000
4070,21,11,0,0,0.000000
4070,7,4,0,0,0.000000
4070,4,3,0,0,0.000000
4070,24,9,0,0,0.000000
4070,1,1,0,0,0.000000
4070,4,2,0,0,0.000000
4070,213,52,0,0,0.000000
4070,2,2,0,0,0.000000
4070,1,1,0,0,0.000000
4070,5,3,0,0,0.000000
4070,26,15,0,0,0.000000
4071,34,10,3780,3790,0.264550
4071,83,18,8530,8398,1.547480
4071,42,12,1435,1404,2.160279
4072,1,1,8576,8527,0.571362
4072,2,2,7483,7406,1.028999
4072,89,21,4574,4519,1.202449
4072,3,2,6,8319,138550.000000
4072,69,34,8487,8,99.905739
4072,64,23,8,1,87.500000
4072,73,22,1,0,100.000000
4073,1,1,13162,13019,1.086461
4073,1,1,16476,16181,1.790483
4073,39,13,18021,17839,1.009933
4073,162,34,18145,17955,1.047120
4073,165,35,17262,17094,0.973236
4073,171,29,17122,16963,0.928630
4073,159,31,2119,2151,1.510146
4073,159,29,1,1,0.000000
4073,90,18,1,1,0.000000
4074,4,2,959,925,3.545360
4074,236,77,954,1019,6.813417
4074,3,3,6,5,16.666666
4074,1,1,18,15,16.666666
4074,21,11,24232,24157,0.309508
4074,3,2,10,6,40.000000
4074,2,2,4,4,0.000000
4074,25,16,5079,5078,0.019689
4074,1,1,1,1,0.000000
4074,118,53,392,390,0.510204
4074,3,3,3,3,0.000000
4074,1,1,5,3,40.000000
4074,1,1,50609,50485,0.245016
4074,2,2,11,4,63.636364
4074,3,2,0,0,0.000000
4074,195,68,0,0,0.000000
4074,7,4,0,0,0.000000
4074,5,4,0,0,0.000000
4074,4,3,0,0,0.000000
4074,1,1,0,0,0.000000
4074,7,4,0,0,0.000000
4074,2,2,0,0,0.000000
4074,1,1,0,0,0.000000
4074,15,8,0,0,0.000000
4074,4,3,0,0,0.000000
4074,3,2,0,0,0.000000
4074,5,3,0,0,0.000000
4074,3,2,0,0,0.000000
4074,39,16,0,0,0.000000
4074,26,5,0,0,0.000000
4075,37,15,7664,7554,1.435282
4075,161,29,18421,18331,0.488573
4075,174,32,17341,17358,0.098034
4075,169,32,17284,17131,0.885212
4075,165,33,18654,18525,0.691541
4075,176,36,18922,18749,0.914280
4075,66,15,3594,3570,0.667780
4076,1,1,10,10,0.000000
4076,2,2,14,12,14.285714
4076,107,45,50255,50040,0.427818
4076,2,2,1,1,0.000000
4076,2,2,1,1,0.000000
4076,1,1,1,1,0.000000
4076,2,2,264,262,0.757576
4076,7,5,15770,15576,1.230184
4076,144,63,83,81,2.409639
4076,1,1,3,3,0.000000
4076,1,1,6198,6137,0.984188
4076,26,11,3,3,0.000000
4076,1,1,0,0,0.000000
4076,1,1,0,0,0.000000
4076,1,1,0,0,0.000000
4076,260,77,0,0,0.000000
4076,2,2,0,0,0.000000
4076,1,1,0,0,0.000000
4076,5,4,0,0,0.000000
4076,7,5,0,0,0.000000
4076,2,2,0,0,0.000000
4076,2,2,0,0,0.000000
4076,10,5,0,0,0.000000
4076,4,3,0,0,0.000000
4076,3,3,0,0,0.000000
4077,10,4,23091,23073,0.077952
4077,138,33,45,46,2.222222
4077,127,30,40,28,30.000000
4077,162,31,4,4,0.000000
4077,168,31,49,46,6.122449
4077,7,4,19768,19681,0.440105
4077,2,2,19094,19031,0.329947
