index,before_pt,after_pt,before_area,after_area
1174,173,34,30432,30276,0.512618
1174,144,38,31713,31627,0.271182
1174,67,15,30790,30538,0.818448
1175,106,28,31317,31298,0.060670
1175,172,38,30426,30178,0.815092
1175,91,26,32505,32474,0.095370
1175,111,32,30298,30248,0.165027
1176,103,31,46544,46516,0.060158
1177,109,16,45912,45784,0.278794
1177,205,42,45446,45307,0.305858
1177,199,43,16916,16888,0.165524
1178,104,40,56732,56754,0.038779
1179,89,33,59265,59207,0.097866
1180,103,36,196579,196506,0.037135
1181,154,62,234320,234183,0.058467
1182,134,34,8452,8467,0.177473
1182,81,30,45140,45048,0.203810
1182,176,34,30955,30747,0.671943
1182,155,38,32022,31911,0.346637
1182,54,18,30719,30585,0.436212
1183,110,32,31506,31404,0.323748
1183,184,45,30433,30476,0.141294
1183,1,1,33258,33225,0.099224
1183,81,30,30585,30376,0.683342
1183,108,27,0,0,0.000000
1184,90,31,47472,47399,0.153775
1185,104,22,46644,46579,0.139353
1185,191,40,46082,45989,0.201814
1185,203,43,17561,17584,0.130972
1186,103,31,56619,56546,0.128932
1187,105,35,58907,58978,0.120529
1188,112,42,195894,195977,0.042370
1189,145,63,230412,230388,0.010416
1190,131,31,5386,5364,0.408466
1190,94,31,46176,46103,0.158091
1190,179,40,31855,31667,0.590174
1190,144,39,32581,32428,0.469599
1190,65,18,31593,31355,0.753331
1191,129,33,32546,32417,0.396362
1191,182,44,31232,31176,0.179303
1191,87,34,33260,33135,0.375827
1191,109,30,31080,30967,0.363578
1192,94,33,49335,49219,0.235127
1193,121,25,48135,47953,0.378103
1193,207,41,47220,47141,0.167302
1193,207,43,20857,20498,1.721245
1193,3,3,0,0,0.000000
1194,111,37,57006,57111,0.184191
1195,109,39,60250,60241,0.014938
1196,190,68,202937,202918,0.009363
1196,1,1,0,0,0.000000
1196,1,1,0,0,0.000000
1196,3,3,0,0,0.000000
1196,4,3,0,0,0.000000
1196,1,1,0,0,0.000000
1196,1,1,0,0,0.000000
1196,2,2,0,0,0.000000
1197,158,63,234736,234821,0.036211
1198,70,19,31004,30926,0.251580
1198,81,28,30790,30893,0.334524
1198,87,30,46806,46771,0.074777
1198,98,28,30507,30487,0.065559
1198,119,40,8963,8996,0.368180
1199,176,33,21386,21345,0.191714
1199,89,32,46567,46697,0.279168
1199,129,29,30687,30558,0.420373
1199,71,14,30218,30293,0.248196
1200,35,16,43340,43400,0.138440
1200,87,33,41326,41259,0.162126
1200,74,30,8817,8821,0.045367
1201,76,25,34860,34818,0.120482
1201,50,20,44878,44947,0.153750
1202,167,40,14147,14319,1.215806
1202,109,37,38036,37887,0.391734
1202,124,36,57860,57604,0.442447
1202,160,42,38036,37853,0.481123
1202,64,19,33173,33002,0.515479
1203,201,58,4841,4776,1.342698
1203,247,50,57159,56850,0.540597
1203,117,39,36525,36360,0.451745
1203,153,41,38276,38170,0.276936
1203,48,10,52632,52460,0.326797
1204,170,35,24853,24868,0.060355
1204,74,27,8,8,0.000000
1204,130,31,46890,46902,0.025592
1204,3,2,30711,30669,0.136759
1204,88,23,30780,30651,0.419103
1205,3,3,46323,46272,0.110096
1205,160,45,44630,44519,0.248712
1205,179,38,45897,45936,0.084973
1205,199,43,7,7,0.000000
1206,56,22,52522,52498,0.045695
1207,105,18,1099,1065,3.093722
1207,174,30,17799,17747,0.292151
1207,167,32,17528,17460,0.387951
1207,162,33,17271,17294,0.133171
1207,63,25,15913,15838,0.471313
1207,89,23,15532,15377,0.997940
1207,26,8,9677,9577,1.033378
1208,61,26,42097,42074,0.054636
1208,41,21,41868,42130,0.625776
1209,42,20,60195,60020,0.290722
1209,76,31,39948,39906,0.105137
1210,9,9,4043,3943,2.473411
1210,75,30,22062,22059,0.013598
1210,74,28,53392,53332,0.112376
1210,67,28,22922,22847,0.327197
1210,61,21,23199,23115,0.362085
1210,31,12,4854,4854,0.000000
1211,56,24,29089,29103,0.048128
1211,57,26,29067,29042,0.086008
1212,95,31,6408,6414,0.093633
1212,99,37,26833,26504,1.226102
1212,92,34,27050,26793,0.950092
1212,48,15,25899,25721,0.687285
1213,85,21,5455,5454,0.018332
1213,159,30,17772,17909,0.770876
1213,167,28,24586,24539,0.191166
1213,160,26,16324,16156,1.029160
1213,134,26,17712,17566,0.824300
1213,66,12,15492,15437,0.355022
1214,173,31,17746,17557,1.065029
1214,73,24,44643,44499,0.322559
1214,51,25,18880,18825,0.291314
1214,39,13,18016,17940,0.421847
1215,39,9,20437,20481,0.215296
1215,174,34,5295,5298,0.056657
1215,214,38,23380,23266,0.487596
1215,219,34,35208,35148,0.170416
1215,236,39,24581,24566,0.061023
1215,75,11,25140,25262,0.485282
1215,213,31,5777,5768,0.155790
1216,29,16,48467,48344,0.253781
1216,79,33,28123,28174,0.181346
1216,98,33,27367,27402,0.127891
1216,72,25,65117,64899,0.334782
1216,41,18,1384,1222,11.705202
1217,94,15,12290,12223,0.545159
1217,166,26,17326,17231,0.548309
1217,162,26,25719,25705,0.054434
1217,179,30,19214,19029,0.962840
1217,128,28,17663,17493,0.962464
1217,68,17,12190,12154,0.295324
1218,14,7,20891,20888,0.014360
1218,178,31,4069,4096,0.663554
1218,218,33,24960,24953,0.028045
1218,215,36,36391,36405,0.038471
1218,190,39,23290,23287,0.012881
1218,38,9,21843,21679,0.750813
1218,160,28,339,352,3.834808
1219,68,19,34694,34505,0.544763
1219,71,20,34573,34321,0.728893
1220,37,16,45935,45880,0.119734
1220,81,33,27883,27843,0.143457
1220,86,30,27991,27728,0.939588
1220,95,35,65454,65257,0.300975
1220,53,20,16925,16866,0.348597
1221,9,4,448,441,1.562500
1221,146,31,16868,16936,0.403130
1221,150,28,16940,16863,0.454545
1221,147,29,15649,15561,0.562336
1221,63,24,14382,14230,1.056877
1221,83,21,14087,14056,0.220061
1221,19,7,82,39,52.439026
1222,51,9,18999,19049,0.263172
1222,178,33,3535,3552,0.480905
1223,14,9,45000,45077,0.171111
1223,40,19,18646,18683,0.198434
1223,70,29,2386,1988,16.680637
1224,36,16,29242,29002,0.820737
1224,104,37,66298,66108,0.286585
1224,88,30,29066,28942,0.426615
1224,86,31,27768,27588,0.648228
1224,120,41,15962,15896,0.413482
1225,71,28,29114,28964,0.515216
1226,69,26,27518,27634,0.421542
1226,66,32,27128,26957,0.630345
1227,46,20,22235,22376,0.634135
1227,79,34,65651,65672,0.031987
1227,72,33,27882,27809,0.261818
1227,91,34,28150,27943,0.735346
1227,51,18,19392,19443,0.262995
1228,101,32,60424,60281,0.236661
1228,103,37,60101,59796,0.507479
1229,27,10,13464,13359,0.779857
1229,148,26,107,85,20.560747
1229,149,23,13784,13742,0.304701
1229,149,30,13773,13700,0.530023
1229,156,24,13921,13864,0.409453
1229,144,24,13359,13315,0.329366
1229,8,3,13717,13673,0.320770
1229,136,23,1107,1139,2.890696
1230,43,21,43290,43354,0.147840
1230,51,23,43450,43453,0.006904
1231,42,19,47304,47420,0.245222
1231,66,29,19208,19120,0.458142
1231,65,23,18788,18780,0.042580
1231,67,29,46319,46393,0.159762
1232,66,27,44625,44521,0.233053
1232,65,26,24464,24403,0.249346
1232,62,20,58416,58184,0.397151
1233,31,18,22259,22167,0.413316
1234,45,19,18001,17903,0.544414
1234,37,18,17371,17269,0.587186
1234,61,19,42972,42969,0.006981
1234,70,24,18392,18331,0.331666
1235,56,23,27137,27075,0.228470
1235,58,23,27579,27546,0.119656
1235,57,27,27110,27030,0.295094
1236,64,19,34864,34594,0.774438
1236,67,23,34559,34385,0.503487
1237,77,30,1044,1071,2.586207
1237,106,32,25228,25034,0.768987
1237,275,41,26683,26263,1.574036
1237,40,14,62760,62542,0.347355
1238,120,28,8085,8061,0.296846
1238,145,30,28329,27944,1.359031
1238,138,28,28205,28145,0.212728
1238,78,15,15399,15406,0.045457
1239,113,49,89214,89395,0.202883
1240,60,22,29004,28988,0.055165
1240,68,30,29084,29244,0.550131
1241,2,2,29469,29513,0.149309
1241,2,2,28998,28968,0.103455
1241,2,2,29477,29499,0.074634
1241,5,2,12,12,0.000000
1241,2,2,6,6,0.000000
1241,2,2,39,31,20.512821
1241,56,29,7,7,0.000000
1241,71,27,3,3,0.000000
1241,45,19,14,14,0.000000
1242,61,24,27441,27564,0.448234
1242,68,27,27067,26946,0.447039
1243,50,20,30875,30649,0.731984
1243,124,35,30240,30144,0.317460
1243,104,36,33641,33641,0.000000
1244,140,28,14460,14254,1.424620
1244,53,17,13666,13472,1.419581
1244,36,14,14010,13895,0.820842
1245,47,19,18567,18702,0.727096
1245,37,17,17544,17517,0.153899
1245,40,18,18862,18814,0.254480
1246,57,19,17735,17818,0.468001
1246,55,19,17604,17673,0.391956
1246,49,17,18950,18947,0.015831
1247,139,25,14917,14761,1.045787
1247,50,21,14065,13884,1.286882
1247,49,17,13743,13700,0.312887
1247,141,24,14872,14698,1.169984
1248,50,21,15795,15615,1.139601
1248,43,17,17376,17163,1.225829
1248,43,15,18152,18061,0.501322
1249,141,23,16323,16310,0.079642
1250,144,31,15853,15699,0.971425
1250,50,16,15045,14890,1.030243
1250,38,17,15475,15422,0.342488
1251,99,23,19219,19242,0.119673
1251,99,22,18825,18712,0.600266
1251,97,24,17803,17800,0.016851
1251,144,29,16007,15868,0.868370
1252,151,29,18472,18283,1.023170
1252,159,26,21038,20950,0.418291
1252,128,22,18422,18293,0.700250
1253,122,22,14383,14255,0.889939
1253,39,16,13352,13189,1.220791
1253,42,13,13151,12892,1.969432
1253,136,22,13774,13673,0.733266
1254,59,24,16405,16207,1.206949
1254,45,19,19044,18925,0.624869
1254,53,20,19834,19762,0.363013
1255,149,26,14999,15049,0.333356
1255,61,21,14678,14567,0.756234
1255,60,21,15057,14965,0.611012
1256,50,22,20286,20269,0.083802
1256,39,19,19320,19287,0.170807
1256,54,21,20286,20076,1.035197
1257,24,12,3681,3660,0.570497
1257,113,23,13727,13794,0.488089
1257,122,21,14084,14103,0.134905
1257,143,31,14569,14532,0.253964
1257,112,23,14454,14335,0.823301
1257,85,24,14542,14456,0.591390
1257,39,12,2229,2223,0.269179
1258,54,25,13017,12914,0.791273
1258,65,25,16614,16486,0.770435
1258,68,24,16454,16271,1.112192
1258,89,22,15834,15889,0.347354
1258,136,29,15977,15983,0.037554
1258,115,19,16400,16285,0.701219
1259,98,25,6774,6650,1.830528
1259,120,29,16406,16321,0.518103
1259,103,32,16195,16145,0.308737
1259,89,28,14321,14380,0.411982
1259,90,29,16521,16547,0.157375
1259,78,29,16779,16503,1.644913
1259,42,19,14834,14838,0.026965
1260,6,4,70353,70275,0.110869
1260,5,4,5,5,0.000000
1260,58,31,3,3,0.000000
1260,1,1,31600,31582,0.056962
1260,1,1,29,22,24.137932
1260,8,5,52,46,11.538462
1260,5,4,37,30,18.918919
1260,148,60,1,1,0.000000
1260,1,1,1,1,0.000000
1260,4,4,1,1,0.000000
1260,18,10,3,3,0.000000
1260,6,4,848,858,1.179245
1260,2,2,20669,20407,1.267599
1260,1,1,29,22,24.137932
1260,1,1,42,36,14.285714
1260,1,1,6858,6839,0.277049
1260,8,5,27,23,14.814815
1260,9,6,38,28,26.315790
1260,6,4,0,0,0.000000
1260,309,162,0,0,0.000000
1260,8,6,0,0,0.000000
1260,3,2,0,0,0.000000
1260,2,2,0,0,0.000000
1260,2,2,0,0,0.000000
1260,195,79,0,0,0.000000
1260,3,3,0,0,0.000000
1260,12,7,0,0,0.000000
1260,10,6,0,0,0.000000
1260,1,1,0,0,0.000000
1260,1,1,0,0,0.000000
1260,7,5,0,0,0.000000
1260,6,5,0,0,0.000000
1260,14,9,0,0,0.000000
1260,30,12,0,0,0.000000
1261,42,14,9476,9488,0.126636
1261,85,20,96,81,15.625000
1261,100,21,9662,9669,0.072449
1261,89,21,9911,9719,1.937241
1261,95,18,9316,9288,0.300558
1261,9,3,9915,9776,1.401916
1261,98,17,5340,5350,0.187266
1262,17,7,4368,4291,1.762820
1262,93,18,20,6,70.000000
1262,6,4,14,15,7.142857
1262,88,18,33488,33468,0.059723
1262,158,57,7946,7864,1.031966
1262,1,1,8477,8345,1.557155
1262,1,1,8655,8726,0.820335
1262,1,1,23536,23562,0.110469
1262,3,2,7956,7943,0.163399
1262,9,7,33,35,6.060606
1262,85,18,8769,8676,1.060554
1262,81,17,389,411,5.655527
1262,88,17,0,0,0.000000
1262,163,56,0,0,0.000000
1262,3,3,0,0,0.000000
1262,2,2,0,0,0.000000
1262,27,16,0,0,0.000000
1262,2,2,0,0,0.000000
1262,7,5,0,0,0.000000
1262,3,3,0,0,0.000000
1262,33,18,0,0,0.000000
1262,2,2,0,0,0.000000
1262,1,1,0,0,0.000000
1262,4,3,0,0,0.000000
1262,6,3,0,0,0.000000
1262,54,13,0,0,0.000000
1263,1,1,18622,18623,0.005370
1263,189,76,1,1,0.000000
1263,1,1,0,0,0.000000
1263,2,2,0,0,0.000000
1263,1,1,0,0,0.000000
1264,42,8,49,48,2.040816
1264,41,14,4732,4771,0.824176
1264,141,32,18269,18077,1.050961
1264,61,13,5733,5693,0.697715
1264,5,4,5155,5167,0.232784
1265,143,24,16351,16325,0.159012
1265,142,29,16196,16116,0.493949
1265,116,27,16519,16425,0.569042
1265,81,28,15515,15477,0.244924
1266,98,22,3238,3144,2.903027
1266,176,31,17655,17540,0.651374
1266,153,33,8,3,62.500000
1266,145,38,12,4,66.666664
1266,136,28,59,54,8.474576
1266,7,5,16845,16777,0.403681
1266,4,2,17566,17466,0.569282
1266,3,2,18227,18309,0.449882
1266,131,35,17229,17132,0.563004
1266,47,11,9903,9902,0.010098
1267,1,1,1252,1195,4.552716
1267,1,1,3,3,0.000000
1267,4,3,1367,1358,0.658376
1267,8,5,219,213,2.739726
1267,3,2,4,4,0.000000
1267,20,12,3,3,0.000000
1267,2,2,20,11,45.000000
1267,25,15,1152,1082,6.076389
1267,2,2,42746,42512,0.547420
1267,248,94,30,24,20.000000
1267,5,3,48292,48348,0.115961
1267,3,3,3,3,0.000000
1267,30,17,38,33,13.157895
1267,11,7,1,1,0.000000
1267,2,2,1,1,0.000000
1267,65,35,456,456,0.000000
1267,2,2,1388,1370,1.296830
1267,2,2,1,1,0.000000
1267,5,4,44927,44895,0.071227
1267,2,2,1125,1017,9.600000
1267,14,6,3,3,0.000000
1267,2,2,330,318,3.636364
1267,13,7,6,3,50.000000
1267,2,2,87,74,14.942529
1267,1,1,17,13,23.529411
1267,23,11,1,1,0.000000
1267,27,17,1,1,0.000000
1267,3,2,0,0,0.000000
1267,1,1,0,0,0.000000
1267,1,1,0,0,0.000000
1267,7,4,0,0,0.000000
1267,2,2,0,0,0.000000
1267,5,4,0,0,0.000000
1267,305,125,0,0,0.000000
1267,2,2,0,0,0.000000
1267,1,1,0,0,0.000000
1267,3,2,0,0,0.000000
1267,1,1,0,0,0.000000
1267,3,2,0,0,0.000000
1267,4,3,0,0,0.000000
1267,4,3,0,0,0.000000
1267,1,1,0,0,0.000000
1267,1,1,0,0,0.000000
1267,1,1,0,0,0.000000
1267,17,10,0,0,0.000000
1267,19,9,0,0,0.000000
1267,1,1,0,0,0.000000
1267,1,1,0,0,0.000000
1267,2,2,0,0,0.000000
1267,2,2,0,0,0.000000
1267,1,1,0,0,0.000000
1267,12,7,0,0,0.000000
1267,258,81,0,0,0.000000
1267,3,3,0,0,0.000000
1267,2,2,0,0,0.000000
1267,1,1,0,0,0.000000
1267,2,2,0,0,0.000000
1267,1,1,0,0,0.000000
1267,2,2,0,0,0.000000
1267,2,2,0,0,0.000000
1267,19,8,0,0,0.000000
1267,4,3,0,0,0.000000
1267,2,2,0,0,0.000000
1267,2,2,0,0,0.000000
1267,14,9,0,0,0.000000
1267,51,27,0,0,0.000000
1267,2,2,0,0,0.000000
1267,44,19,0,0,0.000000
1268,2,2,4380,4347,0.753425
1268,25,11,9382,9187,2.078448
1268,90,20,1242,1194,3.864734
1268,41,13,10,10,0.000000
1269,1,1,8016,8089,0.910679
1269,17,10,11874,11837,0.311605
1269,2,2,7644,7636,0.104657
1269,84,24,3,3,0.000000
1269,2,2,210,196,6.666667
1269,1,1,1,1,0.000000
1269,1,1,0,0,0.000000
1269,105,50,0,0,0.000000
1269,70,17,0,0,0.000000
1270,40,11,14007,13895,0.799600
1270,144,29,17011,16998,0.076421
1270,170,32,18467,18390,0.416960
1270,168,33,18538,18432,0.571798
1270,168,34,17021,16888,0.781388
1270,158,29,16780,16790,0.059595
1270,106,24,1684,1681,0.178147
1271,4,3,48627,48603,0.049355
1271,19,8,4,2,50.000000
1271,17,10,43,29,32.558140
1271,1,1,4551,4465,1.889695
1271,9,6,49,48,2.040816
1271,234,90,30,27,10.000000
1271,10,7,33786,33598,0.556444
1271,3,2,57,50,12.280702
1271,2,2,95,102,7.368421
1271,2,2,1,1,0.000000
1271,2,2,309,301,2.588997
1271,26,14,12,8,33.333332
1271,1,1,0,0,0.000000
1271,11,8,0,0,0.000000
1271,5,4,0,0,0.000000
1271,2,2,0,0,0.000000
1271,7,4,0,0,0.000000
1271,2,2,0,0,0.000000
1271,2,2,0,0,0.000000
1271,5,4,0,0,0.000000
1271,5,4,0,0,0.000000
1271,123,52,0,0,0.000000
1271,1,1,0,0,0.000000
1271,6,4,0,0,0.000000
1271,3,2,0,0,0.000000
1271,288,84,0,0,0.000000
1271,10,6,0,0,0.000000
1271,2,2,0,0,0.000000
1271,11,7,0,0,0.000000
1271,30,13,0,0,0.000000
1271,6,4,0,0,0.000000
1271,2,2,0,0,0.000000
1271,2,2,0,0,0.000000
1271,1,1,0,0,0.000000
1271,7,4,0,0,0.000000
1271,2,2,0,0,0.000000
1271,1,1,0,0,0.000000
1271,2,2,0,0,0.000000
1272,60,16,8534,8480,0.632763
1272,158,33,18517,18368,0.804666
1272,175,39,17065,16992,0.427776
1272,156,39,16737,16714,0.137420
1272,173,36,18729,18610,0.635378
1272,170,33,18327,18259,0.371037
1272,75,17,3236,3238,0.061805
1273,1,1,1209,1191,1.488834
1273,3,2,8,8,0.000000
1273,7,5,4,4,0.000000
1273,11,6,3512,3497,0.427107
1273,7,4,920,752,18.260870
1273,103,33,9691,9687,0.041275
1273,2,2,946,940,0.634249
1273,162,52,1,1,0.000000
1273,1,1,36388,36118,0.742003
1273,2,2,241,236,2.074689
1273,14,8,1,1,0.000000
1273,1,1,3,3,0.000000
1273,1,1,3,3,0.000000
1273,1,1,4,4,0.000000
1273,2,2,1,1,0.000000
1273,2,2,1,1,0.000000
1273,2,2,8,122,1425.000000
1273,1,1,6358,8,99.874176
1273,17,9,12256,6379,47.952023
1273,1,1,42,12162,28857.142578
1273,223,84,235,38,83.829788
1273,1,1,69,211,205.797104
1273,17,9,8,64,700.000000
1273,12,7,1,4,300.000000
1273,1,1,0,1,0.000000
1273,1,1,0,0,0.000000
1273,31,13,0,0,0.000000
1273,117,37,0,0,0.000000
1273,2,2,0,0,0.000000
1273,3,2,0,0,0.000000
1273,24,8,0,0,0.000000
1273,109,43,0,0,0.000000
1273,2,2,0,0,0.000000
1273,2,2,0,0,0.000000
1273,17,8,0,0,0.000000
1274,7,4,24647,24646,0.004057
1274,119,23,203,188,7.389163
1274,151,33,20250,20089,0.795062
1274,151,32,19169,19137,0.166936
1274,172,36,18068,17996,0.398495
1274,8,4,16324,16225,0.606469
1274,110,33,164,127,22.560976
1274,1,1,0,0,0.000000
1275,1,1,13,13,0.000000
1275,1,1,63286,62956,0.521442
1275,2,2,35853,35807,0.128302
1275,28,15,1,1,0.000000
1275,7,5,80,70,12.500000
1275,3,2,12,8,33.333332
1275,1,1,57,48,15.789474
1275,97,49,3,3,0.000000
1275,2,2,1,1,0.000000
1275,5,3,1,1,0.000000
1275,7,5,3,3,0.000000
1275,24,14,1,1,0.000000
1275,1,1,64,57,10.937500
1275,2,2,1,1,0.000000
1275,1,1,3,3,0.000000
1275,2,2,1,1,0.000000
1275,2,2,16,9,43.750000
1275,1,1,29,18,37.931034
1275,470,197,40863,40708,0.379316
1275,3,3,1,1,0.000000
1275,2,2,6,6,0.000000
1275,2,2,5,5,0.000000
1275,8,5,1,1,0.000000
1275,6,5,3,3,0.000000
1275,6,5,377,376,0.265252
1275,1,1,8499,8547,0.564772
1275,3,3,1,1,0.000000
1275,7,4,7,6,14.285714
1275,5,3,50,46,8.000000
1275,1,1,433,425,1.847575
1275,2,2,3,3,0.000000
1275,1,1,1,1,0.000000
1275,7,5,1,1,0.000000
1275,1,1,0,0,0.000000
1275,2,2,0,0,0.000000
1275,1,1,0,0,0.000000
1275,2,2,0,0,0.000000
1275,1,1,0,0,0.000000
1275,9,5,0,0,0.000000
1275,4,3,0,0,0.000000
1275,11,7,0,0,0.000000
1275,1,1,0,0,0.000000
1275,427,179,0,0,0.000000
1275,5,4,0,0,0.000000
1275,2,2,0,0,0.000000
1275,1,1,0,0,0.000000
1275,1,1,0,0,0.000000
1275,2,2,0,0,0.000000
1275,1,1,0,0,0.000000
1275,2,2,0,0,0.000000
1275,348,154,0,0,0.000000
1275,1,1,0,0,0.000000
1275,2,2,0,0,0.000000
1275,9,5,0,0,0.000000
1275,1,1,0,0,0.000000
1275,15,10,0,0,0.000000
1275,19,12,0,0,0.000000
1275,1,1,0,0,0.000000
1275,1,1,0,0,0.000000
1275,6,4,0,0,0.000000
1275,8,6,0,0,0.000000
1275,3,3,0,0,0.000000
1276,62,19,60,45,25.000000
1276,127,24,15718,15607,0.706197
1276,106,22,13158,13208,0.379997
1276,125,28,17059,17023,0.211032
1276,7,5,16475,16435,0.242792
1277,25,8,11274,11220,0.478978
1277,83,20,2250,2213,1.644444
1278,21,7,3396,3387,0.265018
1279,8,5,12303,12228,0.609607
1279,20,10,12238,12254,0.130740
1279,43,18,11884,11870,0.117805
1279,41,17,11123,11145,0.197788
1279,59,17,11156,11275,1.066691
1279,92,19,10360,10393,0.318533
1279,124,22,104,109,4.807693
1280,23,6,1461,1422,2.669405
1280,111,18,11830,11810,0.169062
1280,106,21,11640,11435,1.761168
1280,132,18,12335,12255,0.648561
1280,78,15,12081,12067,0.115884
1280,50,18,12116,12093,0.189832
1280,17,11,2354,2400,1.954121
1281,13,5,10250,10274,0.234146
1281,105,22,12899,12849,0.387627
1281,119,26,13528,13471,0.421348
1281,110,25,14495,14478,0.117282
1281,74,17,1489,1486,0.201477
1282,66,20,17089,17032,0.333548
1283,15,8,1805,1740,3.601108
1283,21,10,4597,4460,2.980205
1283,24,8,4443,4434,0.202566
1283,34,10,4530,4513,0.375276
1283,41,10,4698,4581,2.490422
1283,48,11,4769,4758,0.230656
1283,34,6,4082,4073,0.220480
1284,14,5,37768,37540,0.603686
1284,83,22,21764,21720,0.202169
1284,52,23,5976,5908,1.137885
1284,119,36,17362,17204,0.910033
1284,107,38,713,678,4.908836
1285,37,12,308,295,4.220779
1285,53,9,4427,4315,2.529930
1285,53,12,4561,4558,0.065775
1285,38,9,4516,4471,0.996457
1285,38,12,4533,4526,0.154423
1285,27,8,4597,4452,3.154231
1285,13,6,4753,4768,0.315590
1286,96,38,164,133,18.902439
1286,8,5,5148,5085,1.223776
1286,4,3,5436,5274,2.980132
1286,1,1,5959,5893,1.107568
1286,62,12,15326,15067,1.689939
1286,54,12,32128,32093,0.108939
1286,63,10,0,0,0.000000
1286,64,11,0,0,0.000000
1286,7,3,0,0,0.000000
1287,75,28,3912,3886,0.664622
1287,20,6,30608,30584,0.078411
1288,55,18,349,292,16.332378
1288,159,34,17002,16907,0.558758
1288,159,32,18447,18470,0.124682
1288,4,2,17679,17375,1.719554
1288,165,30,25,15,40.000000
1288,181,47,18362,18333,0.157935
1288,145,41,18917,18702,1.136544
1288,12,4,6580,6541,0.592705
1289,12,6,27141,27067,0.272650
1289,1,1,7,3,57.142857
1289,1,1,8653,8574,0.912978
1289,101,45,199,204,2.512563
1289,3,3,46,35,23.913044
1289,93,40,74,69,6.756757
1289,1,1,4047,3962,2.100321
1289,1,1,7400,7462,0.837838
1289,8,7,1,1,0.000000
1289,7,4,1,1,0.000000
1289,24,10,211,203,3.791469
1289,1,1,0,0,0.000000
1289,3,3,0,0,0.000000
1289,1,1,0,0,0.000000
1289,1,1,0,0,0.000000
1289,1,1,0,0,0.000000
1289,101,43,0,0,0.000000
1289,1,1,0,0,0.000000
1289,1,1,0,0,0.000000
1289,3,2,0,0,0.000000
1289,298,120,0,0,0.000000
1289,2,2,0,0,0.000000
1290,12,7,13579,13539,0.294573
1290,1,1,15987,15918,0.431601
1290,71,19,13206,13189,0.128729
1290,81,33,8267,8057,2.540220
1290,2,2,66,46,30.303030
1290,1,1,0,0,0.000000
1290,2,2,0,0,0.000000
1290,1,1,0,0,0.000000
1290,129,27,0,0,0.000000
1290,125,21,0,0,0.000000
1291,1,1,19711,19543,0.852316
1291,33,19,100,100,0.000000
1291,4,3,18,10,44.444443
1291,12,7,2125,2109,0.752941
1291,2,2,1,1,0.000000
1291,140,50,0,0,0.000000
1291,6,4,0,0,0.000000
1291,1,1,0,0,0.000000
1291,2,2,0,0,0.000000
1292,1,1,18353,18268,0.463140
1292,25,17,1814,1783,1.708930
1292,251,93,1,1,0.000000
1292,2,2,0,0,0.000000
1292,5,4,0,0,0.000000
1293,4,3,9992,9847,1.451161
1293,26,15,4350,4337,0.298851
1293,23,14,3,3,0.000000
1293,1,1,1,1,0.000000
1293,2,2,384,387,0.781250
1293,72,34,402,383,4.726368
1293,193,81,12,14,16.666666
1293,1,1,0,0,0.000000
1294,1,1,1193,1163,2.514669
1294,1,1,6276,6216,0.956023
1294,19,5,1374,1317,4.148472
1294,23,11,1162,1045,10.068847
1294,3,2,11,11,0.000000
1294,26,10,1142,1116,2.276708
1294,43,19,1,1,0.000000
1294,123,45,255,205,19.607843
1294,12,8,1,1,0.000000
1294,50,20,0,0,0.000000
1295,1,1,8020,8048,0.349127
1295,105,36,47514,47430,0.176790
1295,6,5,1,1,0.000000
1295,183,62,0,0,0.000000
1295,2,2,0,0,0.000000
1295,1,1,0,0,0.000000
1295,2,2,0,0,0.000000
1295,2,2,0,0,0.000000
1295,2,2,0,0,0.000000
1295,2,2,0,0,0.000000
1295,12,7,0,0,0.000000
1295,1,1,0,0,0.000000
1295,2,2,0,0,0.000000
1295,2,2,0,0,0.000000
1295,18,8,0,0,0.000000
1296,19,7,8792,8700,1.046406
1296,111,26,1,1,0.000000
1296,2,2,17610,17534,0.431573
1296,171,32,19844,19688,0.786132
1296,166,37,11729,11673,0.477449
1296,1,1,640,606,5.312500
1296,1,1,0,0,0.000000
1296,77,17,0,0,0.000000
1297,26,10,7858,7860,0.025452
1297,90,24,18311,18154,0.857408
1297,4,4,18657,18548,0.584231
1297,86,26,13435,13309,0.937849
1297,119,29,1438,1430,0.556328
1297,62,12,0,0,0.000000
1298,47,8,20568,20438,0.632050
1298,147,33,19182,19021,0.839329
1298,162,34,18030,17793,1.314476
1298,162,30,17583,17581,0.011375
1298,163,35,5471,5366,1.919210
1299,15,4,5,5,0.000000
1299,3,3,2664,2634,1.126126
1299,164,37,26,20,23.076923
1299,162,38,6,3,50.000000
1299,109,21,254,238,6.299212
1299,135,40,87,86,1.149425
1299,138,34,14,10,28.571428
1299,163,42,154,151,1.948052
1299,10,8,11637,11551,0.739022
1299,6,3,16912,16812,0.591296
1299,12,7,16139,16030,0.675383
1299,19,12,16510,16717,1.253786
1299,3,2,17469,17275,1.110539
1299,6,5,17064,16996,0.398500
1299,48,26,6,6,0.000000
1299,10,5,253,210,16.996048
1299,2,2,0,0,0.000000
1300,102,34,4442,4391,1.148131
1300,84,34,1,1,0.000000
1300,80,29,16449,16405,0.267493
1300,119,24,952,913,4.096639
1300,94,29,16016,16034,0.112388
1300,94,28,16164,16094,0.433061
1300,28,10,16590,16587,0.018083
1300,1,1,16128,16069,0.365823
1300,86,43,15708,15640,0.432900
1300,3,3,0,0,0.000000
