file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5840(iou_0.00).bmp,5593,378,115,104277,103996,0.269475
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5841(iou_0.00).bmp,5594,360,99,85971,85853,0.137256
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5842(iou_0.00).bmp,5595,133,41,12255,12203,0.424317
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5843(iou_0.00).bmp,5596,1319,246,147017,146656,0.245550
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5844(iou_0.00).bmp,5597,84,30,30842,30937,59810464728612864.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5845(iou_0.00).bmp,5598,292,107,117088,117155,15754598245466112.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5846(iou_0.00).bmp,5599,76,27,24718,24807,74628784799612928.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5847(iou_0.00).bmp,5600,219,50,18282,18190,0.503227
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5848(iou_0.00).bmp,5601,1897,355,184950,184973,9973908346241024.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5849(iou_0.00).bmp,5602,163,55,52491,52724,35142680841289728.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5850(iou_0.00).bmp,5603,113,43,38788,38695,0.239765
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5851(iou_0.00).bmp,5604,129,44,14051,13789,1.864636
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5852(iou_0.00).bmp,5605,1180,280,184244,183536,0.384273
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5853(iou_0.00).bmp,5606,205,66,20937,20824,0.539714
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5854(iou_0.00).bmp,5607,352,136,107683,107254,0.398392
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5855(iou_0.00).bmp,5608,227,97,82927,82680,0.297852
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5856(iou_0.00).bmp,5609,199,59,17486,17447,0.223036
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5857(iou_0.00).bmp,5610,761,233,172993,172536,0.264173
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5858(iou_0.00).bmp,5611,1704,334,173698,173363,0.192863
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5859(iou_0.00).bmp,5612,207,92,47219,47131,0.186366
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5860(iou_0.00).bmp,5613,149,69,42073,42038,0.083189
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5861(iou_0.00).bmp,5614,124,37,13340,12962,2.833583
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5862(iou_0.00).bmp,5615,712,231,174866,174644,0.126954
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5863(iou_0.00).bmp,5616,297,94,73679,73571,0.146582
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5864(iou_0.00).bmp,5617,235,70,65046,65111,28359535911501824.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5865(iou_0.00).bmp,5618,116,41,11998,11901,0.808468
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5866(iou_0.00).bmp,5619,193,52,21708,21404,1.400405
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5867(iou_0.00).bmp,5620,412,141,261689,262034,7049109705850880.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5868(iou_0.00).bmp,5621,100,37,50972,50873,0.194224
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5869(iou_0.00).bmp,5622,252,64,21385,21168,1.014730
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5870(iou_0.00).bmp,5623,1916,363,180290,180038,0.139775
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5871(iou_0.00).bmp,5624,238,78,24464,24278,0.760301
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5872(iou_0.00).bmp,5625,222,85,88753,89056,20784360357625856.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5873(iou_0.00).bmp,5626,144,47,16936,16616,1.889466
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5874(iou_0.00).bmp,5627,1192,286,181677,180917,0.418325
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5875(iou_0.00).bmp,5628,1680,297,171710,171077,0.368645
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5876(iou_0.00).bmp,5629,432,184,180160,180489,10239089290772480.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5877(iou_0.00).bmp,5630,171,58,19959,19815,0.721479
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5878(iou_0.00).bmp,5631,754,235,170057,169827,0.135249
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5879(iou_0.00).bmp,5632,234,113,81873,81763,0.134354
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5880(iou_0.00).bmp,5633,134,61,15523,15296,1.462346
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5881(iou_0.00).bmp,5634,716,232,172091,171645,0.259165
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5882(iou_0.00).bmp,5635,399,123,125265,124971,0.234702
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5883(iou_0.00).bmp,5636,156,45,14390,14209,1.257818
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5884(iou_0.00).bmp,5637,1641,296,178892,179164,10311665648140288.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5885(iou_0.00).bmp,5638,608,178,259566,259555,0.004238
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5886(iou_0.00).bmp,5639,160,36,11749,11684,0.553239
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5887(iou_0.00).bmp,5640,1687,315,181156,180579,0.318510
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5888(iou_0.00).bmp,5641,154,63,50416,50163,0.501825
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5889(iou_0.00).bmp,5642,98,23,7652,7532,1.568218
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5890(iou_0.00).bmp,5643,1349,255,194567,193996,0.293472
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5891(iou_0.00).bmp,5644,364,137,213794,214116,8628279523147776.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5892(iou_0.00).bmp,5645,135,36,12444,12665,148238064622239744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5893(iou_0.00).bmp,5646,475,102,135178,134998,0.133158
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5894(iou_0.00).bmp,5647,101,42,47573,47655,38775660532989952.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5895(iou_0.00).bmp,5648,1212,221,147396,147351,0.030530
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5896(iou_0.00).bmp,5649,166,65,21485,21283,0.940191
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5897(iou_0.00).bmp,5650,698,236,180563,179966,0.330633
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5898(iou_0.00).bmp,5651,232,73,184600,185169,9992819087245312.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5899(iou_0.00).bmp,5652,230,72,24803,24690,0.455590
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5900(iou_0.00).bmp,5653,1300,270,167089,167217,11040070626705408.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5901(iou_0.00).bmp,5654,21,13,260,267,7094901693678092288.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5902(iou_0.00).bmp,5655,211,76,100548,100422,0.125313
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5903(iou_0.00).bmp,5656,193,66,26035,25962,0.280392
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5904(iou_0.00).bmp,5657,1003,241,172313,173004,10705370267779072.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5906(iou_0.00).bmp,5658,251,100,113339,113431,16275724881100800.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5907(iou_0.00).bmp,5659,217,63,19790,19599,0.965134
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5908(iou_0.00).bmp,5660,1893,319,177191,176894,0.167616
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5909(iou_0.00).bmp,5661,6,4,54,45,16.666666
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5910(iou_0.00).bmp,5662,442,183,214058,213809,0.116324
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5911(iou_0.00).bmp,5663,164,48,17067,16934,0.779282
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5912(iou_0.00).bmp,5664,1585,310,170440,170201,0.140225
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5913(iou_0.00).bmp,5665,530,135,117175,116788,0.330275
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5914(iou_0.00).bmp,5666,212,49,17229,16885,1.996634
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5915(iou_0.00).bmp,5667,788,164,110641,110397,0.220533
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5916(iou_0.00).bmp,5668,1179,268,184553,184267,0.154969
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5917(iou_0.00).bmp,5669,143,51,13242,13035,1.563208
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5918(iou_0.00).bmp,5670,1518,275,182775,182273,0.274655
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5919(iou_0.00).bmp,5671,525,153,177630,177308,0.181276
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5920(iou_0.00).bmp,5672,164,53,14145,14105,0.282785
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5921(iou_0.00).bmp,5673,1291,248,144910,145174,12729793439072256.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5923(iou_0.00).bmp,5674,162,44,17088,17035,0.310159
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5924(iou_0.00).bmp,5675,1612,290,193471,193711,9534629828624384.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5925(iou_0.00).bmp,5676,389,121,152346,152416,12108453405261824.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5926(iou_0.00).bmp,5677,369,115,138705,138703,0.001442
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5927(iou_0.00).bmp,5678,116,37,9497,9517,194237593859129344.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5928(iou_0.00).bmp,5679,1670,291,193227,192790,0.226159
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5929(iou_0.00).bmp,5680,100,37,31716,31675,0.129272
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5930(iou_0.00).bmp,5681,120,37,31392,31328,0.203874
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5931(iou_0.00).bmp,5682,76,21,6323,6238,1.344299
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5932(iou_0.00).bmp,5683,1250,217,198845,198629,0.108627
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5933(iou_0.00).bmp,5684,267,91,127543,127901,14463156340391936.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5934(iou_0.00).bmp,5685,230,79,115368,115355,0.011268
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5935(iou_0.00).bmp,5686,99,29,9125,9161,202156104803680256.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5936(iou_0.00).bmp,5687,502,95,144180,144222,12794245865799680.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5937(iou_0.00).bmp,5688,70,21,28392,28498,64971628143968256.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5938(iou_0.00).bmp,5689,56,17,21729,21620,0.501634
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5939(iou_0.00).bmp,5690,139,55,16643,16418,1.351920
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5940(iou_0.00).bmp,5691,763,247,186962,186551,0.219831
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5941(iou_0.00).bmp,5692,1266,241,149580,149537,0.028747
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5942(iou_0.00).bmp,5693,203,66,115685,116170,15945666308079616.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5943(iou_0.00).bmp,5694,208,61,89531,89420,0.123979
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5944(iou_0.00).bmp,5695,190,56,20512,20463,0.238885
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5945(iou_0.00).bmp,5696,1336,262,179992,180535,10248646666747904.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5946(iou_0.00).bmp,5697,148,44,62917,62979,29319173339348992.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5947(iou_0.00).bmp,5698,141,50,50381,50458,36614484529250304.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5948(iou_0.00).bmp,5699,165,58,21233,20978,1.200961
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5949(iou_0.00).bmp,5700,1019,241,181311,181348,10174090329456640.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5950(iou_0.00).bmp,5701,174,74,72462,72497,25457128009367552.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5951(iou_0.00).bmp,5702,155,64,53378,53321,0.106786
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5952(iou_0.00).bmp,5703,184,47,15280,15223,0.373037
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5953(iou_0.00).bmp,5704,1849,327,181171,181228,10181952267091968.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5954(iou_0.00).bmp,5705,361,137,135783,135742,0.030195
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5955(iou_0.00).bmp,5706,262,102,94856,94589,0.281479
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5956(iou_0.00).bmp,5707,128,38,13579,13661,135847590779420672.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5957(iou_0.00).bmp,5708,1564,300,174860,174594,0.152122
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5958(iou_0.00).bmp,5709,339,98,71446,71214,0.324721
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5959(iou_0.00).bmp,5710,347,89,66865,66356,0.761235
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5960(iou_0.00).bmp,5711,170,44,13551,13454,0.715814
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5961(iou_0.00).bmp,5712,835,151,119275,119065,0.176064
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5962(iou_0.00).bmp,5713,778,182,114695,114375,0.279001
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5963(iou_0.00).bmp,5714,630,147,94497,94445,0.055028
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5964(iou_0.00).bmp,5715,102,38,9514,9404,1.156191
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5965(iou_0.00).bmp,5716,1509,263,187303,186965,0.180456
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5966(iou_0.00).bmp,5717,348,119,163001,163225,11316951062151168.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5967(iou_0.00).bmp,5718,357,107,108338,108106,0.214145
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5968(iou_0.00).bmp,5719,364,106,94076,93974,0.108423
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5969(iou_0.00).bmp,5720,115,37,11677,11725,157975030360178688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5970(iou_0.00).bmp,5721,1231,233,153199,153145,0.035248
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5971(iou_0.00).bmp,5722,70,27,31498,31517,58564812543623168.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5972(iou_0.00).bmp,5723,285,108,118712,118823,15539072491585536.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5973(iou_0.00).bmp,5724,81,29,27119,27036,0.306058
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5974(iou_0.00).bmp,5725,199,51,17504,17439,0.371344
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5975(iou_0.00).bmp,5726,1880,291,188420,188127,0.155504
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5976(iou_0.00).bmp,5727,145,56,54846,54675,0.311782
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5977(iou_0.00).bmp,5728,129,49,43570,43443,0.291485
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5978(iou_0.00).bmp,5729,104,37,12402,12296,0.854701
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5979(iou_0.00).bmp,5730,1181,277,190080,189021,0.557134
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5980(iou_0.00).bmp,5731,198,61,18816,18618,1.052296
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5981(iou_0.00).bmp,5732,296,121,109318,109394,16874388561330176.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5982(iou_0.00).bmp,5733,256,102,87255,87172,0.095123
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5983(iou_0.00).bmp,5734,178,57,17051,17107,108185699290710016.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5984(iou_0.00).bmp,5735,729,218,183012,182705,0.167749
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5985(iou_0.00).bmp,5736,1692,298,179211,178763,0.249985
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5986(iou_0.00).bmp,5737,129,56,53321,53446,34595645889183744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5987(iou_0.00).bmp,5738,156,66,47251,47086,0.349199
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5988(iou_0.00).bmp,5739,109,39,12396,12264,1.064860
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5989(iou_0.00).bmp,5740,680,234,183556,183194,0.197215
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5990(iou_0.00).bmp,5741,289,89,76286,76051,0.308051
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5991(iou_0.00).bmp,5742,247,78,67595,67622,27290101939699712.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5992(iou_0.00).bmp,5743,114,31,11845,11866,155734431821201408.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5993(iou_0.00).bmp,5744,111,40,12207,12199,0.065536
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5994(iou_0.00).bmp,5745,1553,275,191474,191532,9634072280170496.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5995(iou_0.00).bmp,5746,406,117,135505,135486,0.014022
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5996(iou_0.00).bmp,5747,407,116,149628,149714,12328404049199104.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5997(iou_0.00).bmp,5748,71,24,5564,5509,0.988497
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5998(iou_0.00).bmp,5749,1657,295,187047,186911,0.072709
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5999(iou_0.00).bmp,5750,121,44,38238,38311,48241914482262016.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6000(iou_0.00).bmp,5751,137,46,44087,44212,41841687361748992.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6001(iou_0.00).bmp,5752,47,14,3372,3258,3.380783
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6002(iou_0.00).bmp,5753,1327,224,193189,193081,0.055904
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6003(iou_0.00).bmp,5754,241,82,115050,115059,16033675556683776.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6004(iou_0.00).bmp,5755,244,88,122271,122220,0.041711
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6005(iou_0.00).bmp,5756,64,22,4487,4377,2.451527
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6006(iou_0.00).bmp,5757,558,104,159192,158992,0.125634
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6007(iou_0.00).bmp,5758,104,34,29411,29358,0.180205
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6008(iou_0.00).bmp,5759,82,33,26417,26280,0.518605
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6009(iou_0.00).bmp,5760,41,14,17709,17649,0.338811
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6010(iou_0.00).bmp,5761,88,30,17211,17184,0.156876
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6011(iou_0.00).bmp,5762,89,34,11631,11695,158599810662793216.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6012(iou_0.00).bmp,5763,752,238,178131,177678,0.254307
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6013(iou_0.00).bmp,5764,1195,222,146970,146925,0.030618
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6014(iou_0.00).bmp,5765,202,70,107554,107840,17151146590208000.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6015(iou_0.00).bmp,5766,211,71,97344,97650,18950057134915584.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6016(iou_0.00).bmp,5767,144,46,14599,14508,0.623330
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6017(iou_0.00).bmp,5768,1313,254,189135,189408,9753215746703360.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6018(iou_0.00).bmp,5769,121,46,49388,49469,37350659103653888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6019(iou_0.00).bmp,5770,104,44,45725,45658,0.146528
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6020(iou_0.00).bmp,5771,119,41,12593,12569,0.190582
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6021(iou_0.00).bmp,5772,947,238,178597,179140,10328697340952576.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6022(iou_0.00).bmp,5773,179,77,65828,65844,28022640824287232.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6023(iou_0.00).bmp,5774,181,70,56349,56160,0.335410
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6024(iou_0.00).bmp,5775,153,39,12854,12877,143509752305942528.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6025(iou_0.00).bmp,5776,1839,314,180390,179923,0.258884
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6026(iou_0.00).bmp,5777,330,131,130131,130110,0.016138
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6027(iou_0.00).bmp,5778,265,109,106466,106317,0.139951
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6028(iou_0.00).bmp,5779,89,26,9677,9752,190624615830126592.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6029(iou_0.00).bmp,5780,1568,298,177405,177512,10398097570004992.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6030(iou_0.00).bmp,5781,318,91,67553,67657,27307069208002560.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6031(iou_0.00).bmp,5782,321,90,72761,72502,0.355960
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6032(iou_0.00).bmp,5783,114,35,9608,9507,1.051207
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6033(iou_0.00).bmp,5784,909,183,124247,124087,0.128776
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6034(iou_0.00).bmp,5785,724,183,107049,106653,0.369924
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6035(iou_0.00).bmp,5786,667,170,103329,103094,0.227429
